영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국 스크린수,전국 매출액,전국 관객수,서울 매출액,서울 관객수,장르,등급,영화구분
스와핑_잘 못 배달된 영계,김모리,영화사 레드카펫,,주식회사 루믹스미디어,2022-05-16,개봉영화,장편,한국,1,1000,1,0,0,성인물(에로),청소년관람불가,일반영화
시아버지가 내 안에 들어온 날,최찬호,(주)영화사가을,,(주)영화사가을,2022-05-07,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
시아버지가 내 안에 들어온 날 무삭제,최찬호,(주)영화사가을,,(주)영화사가을,2022-10-23,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
쏘 핫 : 싱글지옥,김태훈,(주)픽쳐레스크,,(주)픽쳐레스크,2022-08-29,개봉영화,장편,한국,1,1000,1,0,0,성인물(에로),청소년관람불가,일반영화
쓰리썸 : 여비서와 아내,최경찬,(주)영화사가을,,(주)영화사가을,2022-07-11,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
안방으로 찾아가는 출장남,김혜원,영화사 레드카펫,,주식회사 루믹스미디어,2022-09-14,개봉영화,장편,한국,1,1000,1,0,0,성인물(에로),청소년관람불가,일반영화
애인교환커플섹스,김레이,스마일컨텐츠,,스마일컨텐츠,2022-09-09,개봉영화,장편,한국,1,1000,1,0,0,성인물(에로),청소년관람불가,일반영화
애인교환커플섹스-무삭제,김레이,스마일컨텐츠,,스마일컨텐츠,2022-10-19,개봉영화,장편,한국,1,1000,1,0,0,성인물(에로),청소년관람불가,일반영화
어린 며느리 길들이기,김모리,영화사 레드카펫,,주식회사 루믹스미디어,2022-06-09,개봉영화,장편,한국,1,5000,1,0,0,성인물(에로),청소년관람불가,일반영화
어린 하녀의 목적,에로핑,(주)케이알씨지,,(주)케이알씨지,2022-07-14,개봉영화,장편,한국,1,1000,1,0,0,성인물(에로),청소년관람불가,일반영화
어린여동생의 떡선물,최환,(주)케이알씨지,,(주)케이알씨지,2022-07-05,개봉영화,장편,한국,1,1000,1,0,0,성인물(에로),청소년관람불가,일반영화
엄마 몰래 집에서 섹스하는 10가지 방법 무삭제,성운아,주식회사 바나나픽쳐스,,주식회사 바나나픽쳐스,2022-08-04,개봉영화,장편,한국,1,5000,1,0,0,성인물(에로),청소년관람불가,일반영화
엄마친구 2022 무삭제,유해종,(주)영화사가을,,(주)영화사가을,2022-08-20,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
엄마친구 8,유해종,(주)영화사가을,,(주)영화사가을,2022-07-04,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
엔티알 웨딩,김태훈,(주)픽쳐레스크,,(주)티에스앤컴퍼니,2022-05-20,개봉영화,장편,한국,1,1000,1,0,0,성인물(에로),청소년관람불가,일반영화
여기가 바로 섹스 맛집,전성기,주식회사 바나나픽쳐스,,주식회사 바나나픽쳐스,2022-07-08,개봉영화,장편,한국,1,5000,1,0,0,성인물(에로),청소년관람불가,일반영화
여대생 노래방,유만종,P&미디어,,P&미디어,2022-08-05,개봉영화,장편,한국,1,1000,1,0,0,성인물(에로),청소년관람불가,일반영화
여대생 첫경험,하주현,주식회사 루믹스미디어,,주식회사 루믹스미디어,2022-09-28,개봉영화,장편,한국,1,1000,1,0,0,성인물(에로),청소년관람불가,일반영화
여사친 정복하기,벤자민 킴,레드 시네마,,케이엘 픽쳐스,2022-09-15,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
여자 배달부,최경찬,(주)영화사가을,,(주)영화사가을,2022-07-18,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
여직원 돌려먹기,음라나,(주)메이크아트,,(주)메이크아트,2022-09-16,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
여직원의 은밀한 조건만남,김모리,영화사 레드카펫,,주식회사 루믹스미디어,2022-05-12,개봉영화,장편,한국,1,1000,1,0,0,성인물(에로),청소년관람불가,일반영화
연상의 친구애인,이로운,(주)영화사히트,,(주)영화사히트,2022-06-15,개봉영화,장편,한국,1,5000,1,0,0,성인물(에로),청소년관람불가,일반영화
열화옥문,윤수현,(주)라온컴퍼니플러스,,(주)가온콘텐츠,2022-09-30,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
열화옥문 무삭제판,윤수현,(주)라온컴퍼니플러스,,(주)가온콘텐츠,2022-09-30,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
옆집 흑형 : 사랑의 몽둥이,최홍준,(주)영화사가을,,(주)영화사가을,2022-06-06,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
예리의 첫경험 무삭제,신승엽,(주)영화사가을,,(주)영화사가을,2022-09-06,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
오늘의 날씨 젖음,김태훈,(주)픽쳐레스크,,(주)티에스앤컴퍼니,2022-06-17,개봉영화,장편,한국,1,1000,1,0,0,성인물(에로),청소년관람불가,일반영화
온몸으로 설계하는 D컵 보험왕,김재윤,영화사 레드카펫,,주식회사 루믹스미디어,2022-10-26,개봉영화,장편,한국,1,1000,1,0,0,성인물(에로),청소년관람불가,일반영화
요분질하다 들켜버린 아내친구,한동연,주식회사 플릭스코,,주식회사 플릭스코,2022-10-27,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
위험한 산장 : 거유전쟁,김태훈,(주)픽쳐레스크,,(주)픽쳐레스크,2022-10-21,개봉영화,장편,한국,1,1000,1,0,0,성인물(에로),청소년관람불가,일반영화
유부녀의 사정일지,야신수,(주)이십일세기미디어,,(주)이십일세기미디어,2022-06-03,개봉영화,장편,한국,1,5000,1,0,0,성인물(에로),청소년관람불가,일반영화
윤율과 러시아 색녀,김덕규,(주)메이크아트,,(주)메이크아트,2022-06-24,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
은밀한 꽃꽂이,김태훈,(주)픽쳐레스크,,(주)티에스앤컴퍼니,2022-07-15,개봉영화,장편,한국,1,1000,1,0,0,성인물(에로),청소년관람불가,일반영화
은밀한 이웃사촌,성운아,주식회사 바나나픽쳐스,,주식회사 바나나픽쳐스,2022-06-03,개봉영화,장편,한국,1,5000,1,0,0,성인물(에로),청소년관람불가,일반영화
음란캠핑장 장박녀들,한길수,주식회사 플릭스코,,주식회사 플릭스코,2022-06-23,개봉영화,장편,한국,1,5000,1,0,0,성인물(에로),청소년관람불가,일반영화
음부 마찰 미치는 유부녀들,야신수,(주)이십일세기미디어,,(주)이십일세기미디어,2022-07-28,개봉영화,장편,한국,1,5000,1,0,0,성인물(에로),청소년관람불가,일반영화
의자매 섹스 스캔들,김덕규,(주)메이크아트,,(주)메이크아트,2022-07-22,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
이웃집 세 여자의 맛,김모리,주식회사 루믹스미디어,,주식회사 루믹스미디어,2022-09-21,개봉영화,장편,한국,1,1000,1,0,0,성인물(에로),청소년관람불가,일반영화
이웃집 유부녀,한길수,주식회사 플릭스코,,주식회사 플릭스코,2022-06-03,개봉영화,장편,한국,1,5000,1,0,0,성인물(에로),청소년관람불가,일반영화
자연산C컵유정의오르가즘-무삭제,김승환,스마일컨텐츠,,스마일컨텐츠,2022-05-25,개봉영화,장편,한국,1,1000,1,0,0,성인물(에로),청소년관람불가,일반영화
자지만 말구요 무삭제,한대위,(주)영화사가을,,(주)영화사가을,2022-05-15,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
잘빠진 며늘아기,이로운,(주)영화사히트,,(주)영화사히트,2022-08-05,개봉영화,장편,한국,1,1000,1,0,0,성인물(에로),청소년관람불가,일반영화
잘세우는 과외선생,이로운,(주)영화사히트,,(주)영화사히트,2022-06-06,개봉영화,장편,한국,1,5000,1,0,0,성인물(에로),청소년관람불가,일반영화
잘하는옆집누나,김레이,스마일컨텐츠,,스마일컨텐츠,2022-10-04,개봉영화,장편,한국,1,1000,1,0,0,성인물(에로),청소년관람불가,일반영화
장난스런 섹스,이로운,(주)영화사히트,,(주)영화사히트,2022-08-03,개봉영화,장편,한국,1,1000,1,0,0,성인물(에로),청소년관람불가,일반영화
절정의 맛,성운아,주식회사 바나나픽쳐스,,주식회사 바나나픽쳐스,2022-07-08,개봉영화,장편,한국,1,5000,1,0,0,성인물(에로),청소년관람불가,일반영화
젖 큰 이웃집 세자매,김모리,영화사 레드카펫,,주식회사 루믹스미디어,2022-05-26,개봉영화,장편,한국,1,1000,1,0,0,성인물(에로),청소년관람불가,일반영화
중고마켓 : 쎅파 구하기,민정현,(주)영화사가을,,(주)영화사가을,2022-09-19,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
채담의섹스일타강의-무삭제,김승환,스마일컨텐츠,,스마일컨텐츠,2022-06-22,개봉영화,장편,한국,1,1000,1,0,0,성인물(에로),청소년관람불가,일반영화
처제 : 언니한텐 비밀이야 무삭제,한대위,(주)영화사가을,,(주)영화사가을,2022-07-05,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
처제의 섹스과외 무삭제,한대위,(주)영화사가을,,(주)영화사가을,2022-05-16,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
초대받은 배달부 2 무삭제판,이상수,영드래곤 미디어,,영드래곤 미디어,2022-10-18,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
촉촉한 형수 무삭제,한대위,(주)영화사가을,,(주)영화사가을,2022-05-09,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
출장남 여대생 기숙사,희수,영화사 레드카펫,,주식회사 루믹스미디어,2022-10-19,개봉영화,장편,한국,1,1000,1,0,0,성인물(에로),청소년관람불가,일반영화
친구 섹스파트너 만들기,백필규,록엔터테인먼트(주),,록엔터테인먼트(주),2022-07-28,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
친구부부와 2대2,조상훈,(주)영화사가을,,(주)영화사가을,2022-09-13,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
큰거 좋아하는 새엄마,이로운,(주)영화사히트,,(주)영화사히트,2022-08-04,개봉영화,장편,한국,1,1000,1,0,0,성인물(에로),청소년관람불가,일반영화
타부 : 잘못된 관계 무삭제,한대위,(주)영화사가을,,(주)영화사가을,2022-06-20,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
하숙집 처녀의 휴지통,에로핑,(주)케이알씨지,,(주)케이알씨지,2022-07-06,개봉영화,장편,한국,1,1000,1,0,0,성인물(에로),청소년관람불가,일반영화
하숙집 : 굶주린 늑대들 2,신승엽,(주)영화사가을,,(주)영화사가을,2022-05-27,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
하숙집 : 그녀들의 신음소리 3,조필구,(주)영화사가을,,(주)영화사가을,2022-08-06,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
하숙집 : 밥보다 섹스 맛집,신승엽,(주)영화사가을,,(주)영화사가을,2022-05-20,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
형수의 벌어진 꽃잎,야신수,(주)이십일세기미디어,,(주)이십일세기미디어,2022-07-21,개봉영화,장편,한국,1,5000,1,0,0,성인물(에로),청소년관람불가,일반영화
흑형의 맛 : 울부짖는 여자들,조필구,(주)영화사가을,,(주)영화사가을,2022-05-13,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
흑형의 매운 맛,여석주,(주)영화사가을,,(주)영화사가을,2022-07-09,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
흑형의 매운 맛 무삭제,여석주,(주)영화사가을,,(주)영화사가을,2022-10-15,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
힐링하우스 : 섹스의 왕국,윤수현,(주)라온컴퍼니플러스,,(주)가온콘텐츠,2022-05-10,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
18학번 박아라,한승희,영화사 레드카펫,,주식회사 루믹스미디어,2022-08-24,개봉영화,장편,한국,1,1000,1,0,0,성인물(에로),청소년관람불가,일반영화
2대 1 첫경험,김중휘,(주)영화사가을,,(주)영화사가을,2022-05-30,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
2대1 섹스 배달부,한대위,(주)영화사가을,,(주)영화사가을,2022-06-20,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
2대1 여친 팔아먹기,김중위,(주)영화사가을,,(주)영화사가을,2022-06-20,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
2대1 출장녀,김지석,(주)영화사가을,,(주)영화사가을,2022-08-21,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
2대1 출장마사지,김모리,영화사 레드카펫,,주식회사 루믹스미디어,2022-06-21,개봉영화,장편,한국,1,5000,1,0,0,성인물(에로),청소년관람불가,일반영화
2대2 할래?,민병관,(주)영화사가을,,(주)영화사가을,2022-07-25,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
3.5교시,유희정,(주)써니엔터테인먼트,,(주)드림팩트엔터테인먼트,2022-04-14,개봉영화,장편,한국,6,10000,1,10000,1,미스터리,12세이상관람가,독립/예술영화
40대 미씨의 성생활,신승엽,(주)영화사가을,,(주)영화사가을,2022-05-23,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
4G 구멍놀이,이상영,블루커뮤니케이션,,블루커뮤니케이션,2022-06-21,개봉영화,장편,한국,1,5000,1,0,0,성인물(에로),청소년관람불가,일반영화
6교시 섹스교실,김민주,영화사 레드카펫,,주식회사 루믹스미디어,2022-06-28,개봉영화,장편,한국,1,1000,1,0,0,성인물(에로),청소년관람불가,일반영화
69복싱클럽,김태훈,(주)픽쳐레스크,,(주)티에스앤컴퍼니,2022-10-21,개봉영화,장편,한국,1,1000,1,0,0,성인물(에로),청소년관람불가,일반영화
7일간의 스와핑,김만석,(주)영화사가을,,(주)영화사가을,2022-09-05,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
82년생 임지영 무삭제,신승엽,(주)영화사가을,,(주)영화사가을,2022-10-11,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
F컵여동생과의정사,이정석,스마일컨텐츠,,스마일컨텐츠,2022-05-20,개봉영화,장편,한국,1,1000,1,0,0,성인물(에로),청소년관람불가,일반영화
F컵여동생과의정사-무삭제,이정석,스마일컨텐츠,,스마일컨텐츠,2022-08-10,개봉영화,장편,한국,1,1000,1,0,0,성인물(에로),청소년관람불가,일반영화
