영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국 스크린수,전국 매출액,전국 관객수,서울 매출액,서울 관객수,장르,등급,영화구분
창녀를 사랑한 남자,이타치,파랑새미디어,,(주)영진크리에이티브,2023-05-19,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
첫경험의 추억,"한길수,차성민",폭풍의 눈,,주식회사 플릭스코,2023-07-06,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
청순한연지의은밀한알몸섹스-무삭제,김승환,스마일컨텐츠,,스마일컨텐츠,2023-06-22,개봉영화,장편,한국,1,1000,1,0,0,성인물(에로),청소년관람불가,일반영화
초자연적 삽입,,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-10-13,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
출장 도우미,,주식회사 루믹스미디어,,주식회사 루믹스미디어,2023-10-04,개봉영화,장편,한국,1,1000,1,0,0,,청소년관람불가,일반영화
취한 김에 덮쳐버린 그녀,,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-09-07,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
친구 남편의 물건에 영광을,문정동 쪼형,(주)씨맥스커뮤니케이션즈,,(주)씨맥스커뮤니케이션즈,2023-08-18,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
친구 여친이 내 물건을 만졌다!,신성진,영드래곤 미디어,,영드래곤 미디어,2023-07-11,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
친구부부와 2대2 무삭제,조상훈,(주)영화사가을,,(주)영화사가을,2023-05-15,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
친구에게 공유된 아내,,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-10-26,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
카페여사장의 배달섹스-무삭제,천성준,에이원 미디어,,에이원 미디어,2023-09-22,개봉영화,장편,한국,1,1000,1,0,0,성인물(에로),청소년관람불가,일반영화
쾌락의 오피스 아내,신쥬쿠 조쎈빠이,(주)코빈커뮤니케이션즈,,(주)코빈커뮤니케이션즈,2023-05-02,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
팬티 속 물건 만지작대는 누나들,,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-09-21,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
하드코어1233,김도현,(주)뮤직엔닷컴,,(주)뮤직엔닷컴,2023-07-20,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
하숙집 : 그녀들의 신음소리 3 무삭제,조필구,(주)영화사가을,,(주)영화사가을,2023-06-03,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
핫 한 장모님,김도현,(주)뮤직엔닷컴,,(주)뮤직엔닷컴,2023-10-20,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
헌팅녀 섹스의 대가,,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-08-31,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
형수의 딸: 어차피 남이야,김정만,(주)담화,,(주)담화,2023-05-12,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
화끈하게 물 빼주는 강남 언니,,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-08-18,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
훅 들어온 사장님의 대물,,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-09-22,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
흑인에게 미친 여친,이상수,영드래곤 미디어,,영드래곤 미디어,2023-06-22,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
흑인에게 미친 여친 무삭제판,이상수,영드래곤 미디어,,영드래곤 미디어,2023-10-13,개봉영화,장편,한국,1,6000,1,0,0,,청소년관람불가,일반영화
흑형을 동경한 윗집 소녀,김레이,스마일컨텐츠,,스마일컨텐츠,2023-09-07,개봉영화,장편,한국,1,1000,1,0,0,성인물(에로),청소년관람불가,일반영화
흠뻑 젖은 여름밤,이시영,영화사 산들바람,,영화사 산들바람,2023-07-07,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
흥건한 그녀의 섬,이시영,영화사 산들바람,,영화사 산들바람,2023-07-07,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
흥건히 젖은 자위녀와 대물 총각,,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-09-21,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
1등 글래머 친구 여동생,이정석,스마일컨텐츠,,스마일컨텐츠,2023-08-02,개봉영화,장편,한국,1,1000,1,0,0,성인물(에로),청소년관람불가,일반영화
1등글래머친구여동생-무삭제,이정석,스마일컨텐츠,,스마일컨텐츠,2023-10-06,개봉영화,장편,한국,1,1000,1,0,0,성인물(에로),청소년관람불가,일반영화
2대1 남녀동창 무삭제,김연우,(주)영화사가을,,(주)영화사가을,2023-06-17,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
2대1 돈 많은 남자 후리기 무삭제,김혜성,(주)영화사가을,,(주)영화사가을,2023-06-12,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
2대1 돌려먹기,한승구,(주)영화사가을,,(주)영화사가을,2023-08-23,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
2대1 변태 단골손님 무삭제,박인우,(주)영화사가을,,(주)영화사가을,2023-08-19,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
2대1 출장마사지 2,김남준,영화사 레드카펫,,주식회사 루믹스미디어,2023-06-07,개봉영화,장편,한국,1,1000,1,0,0,성인물(에로),청소년관람불가,일반영화
2대1 : 남자는 돈 여자는 얼굴,한승구,(주)영화사가을,,(주)영화사가을,2023-06-27,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
20살 여제자와의 불륜,,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-08-17,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
7일간의 스와핑 무삭제,김만석,(주)영화사가을,,(주)영화사가을,2023-05-13,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
A급 여비서,윤준세,(주)영진크리에이티브,,(주)영진크리에이티브,2023-09-22,개봉영화,장편,한국,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
AS기사 유혹하는 여주인,핑마,와이제이스토리,,와이제이스토리,2023-09-25,개봉영화,장편,한국,1,6000,1,0,0,,청소년관람불가,일반영화
MZ세대 슬기로운 골프생활,이지연,영화사 레드카펫,,주식회사 루믹스미디어,2023-05-17,개봉영화,장편,한국,1,1000,1,0,0,성인물(에로),청소년관람불가,일반영화
mz 자매의 목적,함성한,P&미디어,,P&미디어,2023-08-15,개봉영화,장편,한국,1,1000,1,0,0,,청소년관람불가,일반영화
올빼미,안태진,"(주)씨제스엔터테인먼트,(주)영화사 담담",,(주)넥스트엔터테인먼트월드(NEW),2022-11-23,개봉영화,장편,한국,1541,32860420124,3329547,8943067323,885145,스릴러,15세이상관람가,일반영화
영웅,윤제균,"(주)제이케이필름,(주)씨제이이엔엠",,(주)씨제이이엔엠,2022-12-21,개봉영화,장편,한국,1314,32258509750,3268534,7381562217,734187,드라마,12세이상관람가,일반영화
교섭,임순례,"(주)영화사수박,원테이크필름",,플러스엠 엔터테인먼트,2023-01-18,개봉영화,장편,한국,1289,17460908740,1721100,3694134663,355275,드라마,12세이상관람가,일반영화
데시벨,황인호,"이스트드림시노펙스(주),(주)기억속의매미",,(주)마인드마크,2022-11-16,개봉영화,장편,한국,1152,8852632146,901426,1865256490,183954,액션,12세이상관람가,일반영화
대외비,이원태,"(주)트윈필름,(주)비에이엔터테인먼트",,플러스엠 엔터테인먼트,2023-03-01,개봉영화,장편,한국,1157,7433002721,752559,1608997022,160400,범죄,15세이상관람가,일반영화
유령,이해영,더램프(주),,(주)씨제이이엔엠,2023-01-18,개봉영화,장편,한국,1099,6760765879,664146,1745733606,168158,드라마,15세이상관람가,일반영화
리바운드,장항준,"(주)비에이엔터테인먼트,워크하우스컴퍼니(주)",,(주)바른손이앤에이,2023-04-05,개봉영화,장편,한국,1154,6226581424,646596,1670411666,169414,드라마,12세이상관람가,일반영화
압꾸정,임진순,"주식회사 빅펀치픽쳐스,(주)홍필름,(주)비에이엔터테인먼트",,(주)쇼박스,2022-11-30,개봉영화,장편,한국,1229,5727172661,608639,1223429718,127818,코미디,12세이상관람가,일반영화
드림,이병헌,"(주)옥토버시네마,(주)노브레이크필름",,플러스엠 엔터테인먼트,2023-04-26,개봉영화,장편,한국,1285,5185380852,538862,1296649626,131311,코미디,12세이상관람가,일반영화
동감,서은영,(주)고고스튜디오,,씨제이 씨지브이(CJ CGV)(주),2022-11-16,개봉영화,장편,한국,1013,4753528700,489898,1220704123,123537,멜로/로맨스,12세이상관람가,일반영화
자백,윤종석,리얼라이즈픽쳐스(주),,롯데컬처웍스(주)롯데엔터테인먼트,2022-10-26,개봉영화,장편,한국,1115,4568256124,453599,1148194846,111397,범죄,15세이상관람가,일반영화
신비아파트 극장판 차원도깨비와 7개의 세계,변영규,(주)씨제이이엔엠,,(주)씨제이이엔엠,2022-12-14,개봉영화,장편,한국,665,4126165171,431892,577146904,58410,애니메이션,전체관람가,일반영화
스위치,마대윤,(주)하이브미디어코프,,롯데컬처웍스(주)롯데엔터테인먼트,2023-01-04,개봉영화,장편,한국,912,3793820810,399162,977792939,103811,기타,12세이상관람가,일반영화
카운트,권혁재,"(주)필름케이,(주)26컴퍼니",,(주)씨제이이엔엠,2023-02-22,개봉영화,장편,한국,946,3772328091,397223,820982315,86841,드라마,12세이상관람가,일반영화
탄생,박흥식,"민영화사,가톨릭문화원 ALMA ART",,"씨제이 씨지브이(CJ CGV)(주),(주)레드아이스 엔터테인먼트",2022-11-30,개봉영화,장편,한국,670,3134298537,348108,859267801,94827,드라마,12세이상관람가,일반영화
웅남이,박성광,(주)영화사김치,,씨제이 씨지브이(CJ CGV)(주),2023-03-22,개봉영화,장편,한국,829,2858799671,312723,565920021,63740,코미디,15세이상관람가,일반영화
아임 히어로 더 파이널,오윤동,씨제이포디플렉스 주식회사,,"씨제이포디플렉스 주식회사,CGV ICECON",2023-03-01,개봉영화,장편,한국,146,6018037000,248965,2147518500,88189,공연,전체관람가,일반영화
소울메이트,민용근,"클라이맥스 스튜디오(주),(주)앤드마크,(주)스튜디오앤뉴,(주)키이스트",,(주)넥스트엔터테인먼트월드(NEW),2023-03-15,개봉영화,장편,한국,749,2235099557,231103,804583241,81253,드라마,12세이상관람가,일반영화
젠틀맨,김경원,"(주)트릭스터,주식회사 에이치앤드엔터테인먼트",,플러스엠 엔터테인먼트,2022-12-28,개봉영화,장편,한국,751,2117151503,224718,602322075,62905,범죄,15세이상관람가,일반영화
극장판 뽀로로와 친구들: 바이러스를 없애줘!,박영균,(주)오콘,,(주)넥스트엔터테인먼트월드(NEW),2022-12-01,개봉영화,장편,한국,380,1947417500,216084,362730000,38144,애니메이션,전체관람가,일반영화
멍뭉이,김주환,"(주)와이웍스엔터테인먼트,(주)돈키호테엔터테인먼트",,(주)키다리스튜디오,2023-03-01,개봉영화,장편,한국,649,1811943386,194271,546229576,56172,드라마,전체관람가,일반영화
킬링 로맨스,이원석,"(주)영화사 이창,쇼트케이크(주)",,롯데컬처웍스(주)롯데엔터테인먼트,2023-04-14,개봉영화,장편,한국,998,1638662742,171121,585827244,60428,코미디,15세이상관람가,일반영화
마루이 비디오,윤준형,"(주)발포플랜,(주)브라더픽처스",,"씨제이 씨지브이(CJ CGV)(주),(주)케이티알파",2023-02-22,개봉영화,장편,한국,284,1704980000,165822,311428000,31090,미스터리,15세이상관람가,일반영화
리멤버,이일형,(주)영화사 월광,,(주)에이스메이커무비웍스,2022-10-26,개봉영화,장편,한국,1189,1480322147,154866,369734135,38549,드라마,15세이상관람가,일반영화
옥수역귀신,정용기,(주)영화사조아,,(주)스마일이엔티,2023-04-19,개봉영화,장편,한국,314,1630510400,154798,304124500,29118,공포(호러),15세이상관람가,일반영화
두다다쿵: 후후섬의 비밀,"최병선,김지윤",아이스크림 스튜디오(주),,(주)넥스트엔터테인먼트월드(NEW),2023-02-15,개봉영화,장편,한국,514,1134743550,125730,175227161,18979,애니메이션,전체관람가,일반영화
다음 소희,정주리,"트윈플러스파트너스(주),크랭크업필름(주)",,트윈플러스파트너스(주),2023-02-08,개봉영화,장편,한국,562,1063878168,111519,436719411,44373,드라마,15세이상관람가,독립/예술영화
캐리와 슈퍼콜라,"오성윤,이춘백",(주)캐리소프트,,롯데컬처웍스(주)롯데엔터테인먼트,2023-01-18,개봉영화,장편,한국,474,1004792719,108487,158701544,16509,애니메이션,전체관람가,일반영화
인생은 아름다워,최국희,더램프(주),,롯데컬처웍스(주)롯데엔터테인먼트,2022-09-28,개봉영화,장편,한국,1285,846995285,97829,227702756,25139,뮤지컬,12세이상관람가,일반영화
방탄소년단: 옛 투 컴 인 시네마,오윤동,씨제이포디플렉스 주식회사,,"씨제이포디플렉스 주식회사,씨제이 씨지브이(CJ CGV)(주)",2023-02-01,개봉영화,장편,한국,120,2031919000,92369,1062559500,48306,공연,전체관람가,일반영화
엔시티 드림 더 무비 : 인 어 드림,"이예지,오윤동",씨제이포디플렉스 주식회사,,씨제이포디플렉스 주식회사,2022-11-30,개봉영화,장편,한국,103,1239999100,62018,577883000,28898,다큐멘터리,전체관람가,일반영화
핑크퐁 시네마 콘서트 2: 원더스타 콘서트 대작전,김수경,더핑크퐁컴퍼니(주),,(주)넥스트엔터테인먼트월드(NEW),2022-12-21,개봉영화,장편,한국,432,464874418,50204,100336692,9739,애니메이션,전체관람가,독립/예술영화
공조2: 인터내셔날,이석훈,"(주)제이케이필름,(주)씨제이이엔엠",,(주)씨제이이엔엠,2022-09-07,개봉영화,장편,한국,2389,213338225,30531,46431788,6690,액션,15세이상관람가,일반영화
고속도로 가족,이상문,"(주)영화사 설렘,(주)고고스튜디오",,씨제이 씨지브이(CJ CGV)(주),2022-11-02,개봉영화,장편,한국,222,191976100,23825,55723200,7145,드라마,15세이상관람가,독립/예술영화
유포자들,홍석구,"KBS,(주)아센디오",,와이드 릴리즈(주),2022-11-23,개봉영화,장편,한국,123,154680500,23721,53158000,8445,범죄,15세이상관람가,일반영화
크리스마스 캐럴,김성수,"(주)화인컷,(주)블루플랜잇",,(주)디스테이션,2022-12-07,개봉영화,장편,한국,410,217795380,23211,96747680,9994,드라마,청소년관람불가,독립/예술영화
한산 리덕스,김한민,(주)빅스톤픽쳐스,,롯데컬처웍스(주)롯데엔터테인먼트,2022-11-16,개봉영화,장편,한국,202,169259176,19314,75339081,9100,액션,12세이상관람가,일반영화
어쩌면 우린 헤어졌는지 모른다,형슬우,(주)26컴퍼니,,(주)영화특별시에스엠씨,2023-02-08,개봉영화,장편,한국,333,186330566,18354,61924279,5832,드라마,12세이상관람가,독립/예술영화
심야카페: 미씽 허니,정윤수,(주)케이드래곤,,(주)영화특별시에스엠씨,2022-11-17,개봉영화,장편,한국,174,98978194,13682,48820495,6519,멜로/로맨스,12세이상관람가,일반영화
헤이지니&럭키강이 비밀의 문,안진성,(주)영화사 그램,,"(주)영화사 그램,(주)플레이그램",2022-12-01,개봉영화,장편,한국,282,126092766,13642,19149898,1823,공연,전체관람가,일반영화
우리 사랑이 향기로 남을 때,임성용,"(주)도깨비미디어,주식회사 콘텐츠존",,"주식회사 콘텐츠존,(주)다자인소프트",2023-02-08,개봉영화,장편,한국,173,115424800,12364,40588500,4521,멜로/로맨스,15세이상관람가,일반영화
헤어질 결심,박찬욱,모호필름,,(주)씨제이이엔엠,2022-06-29,개봉영화,장편,한국,1374,113188054,11560,99435460,9943,미스터리,15세이상관람가,일반영화
시간을 꿈꾸는 소녀,박혁지,(주)하이하버픽쳐스,,"(주)하이하버픽쳐스,(주)영화사 진진",2023-01-11,개봉영화,장편,한국,77,85564894,11011,51461097,6466,다큐멘터리,12세이상관람가,독립/예술영화
엘 카미노,손미나,씨제이 씨지브이(CJ CGV)(주),,"씨제이 씨지브이(CJ CGV)(주),CGV ICECON",2023-03-29,개봉영화,장편,한국,34,89673000,8480,46307000,4329,다큐멘터리,전체관람가,일반영화
같은 속옷을 입는 두 여자,김세인,한국영화아카데미,,찬란,2022-11-10,개봉영화,장편,한국,53,73413892,7969,52484893,5423,드라마,15세이상관람가,독립/예술영화
엄마의 땅: 그리샤와 숲의 주인,박재범,한국영화아카데미,,(주)더쿱디스트리뷰션,2023-01-25,개봉영화,장편,한국,121,71335389,7718,27995800,3041,애니메이션,전체관람가,독립/예술영화
정직한 후보2,장유정,"(주)수필름,(주)홍필름",,(주)넥스트엔터테인먼트월드(NEW),2022-09-28,개봉영화,장편,한국,1318,51410296,7511,6619797,907,코미디,12세이상관람가,일반영화
아머드 사우루스: 기계공룡제국의 침략,강대일,대원미디어(주),,트윈플러스파트너스(주),2023-04-20,개봉영화,장편,한국,236,69589235,7496,13182828,1393,애니메이션,전체관람가,일반영화
만인의 연인,한인미,(주)시네마달,,(주)시네마달,2022-12-01,개봉영화,장편,한국,52,57097300,7393,30698200,4054,드라마,15세이상관람가,독립/예술영화
뮤지컬 레드북,곽기영,씨제이 씨지브이(CJ CGV)(주),,씨제이 씨지브이(CJ CGV)(주),2023-01-25,개봉영화,장편,한국,35,141349500,7296,77475500,4102,뮤지컬,15세이상관람가,일반영화
창밖은 겨울,이상진,끼리끼리 필름,,(주)영화사 진진,2022-11-24,개봉영화,장편,한국,55,56215992,7191,34318393,4287,드라마,12세이상관람가,독립/예술영화
그대 어이가리,이창열,(주)영화사 순수,,(주)영화사 순수,2023-03-08,개봉영화,장편,한국,82,57113394,6913,26922698,3340,드라마,12세이상관람가,독립/예술영화
세이레,박강,한국예술종합학교,,트윈플러스파트너스(주),2022-11-24,개봉영화,장편,한국,70,52915083,6822,31344698,4193,드라마,15세이상관람가,독립/예술영화
이태석,이우석,"드림채널,주식회사 블루필름웍스",,"THE 픽쳐스,주식회사 블루필름웍스",2022-12-29,개봉영화,장편,한국,100,49047396,5977,17100297,2347,다큐멘터리,전체관람가,독립/예술영화
탑,홍상수,(주)영화제작전원사,,"(주)영화제작전원사 ,(주)콘텐츠판다",2022-11-03,개봉영화,장편,한국,57,56023293,5961,45527993,4715,드라마,15세이상관람가,독립/예술영화
"그 겨울, 나는",오성호,한국영화아카데미,,(주)더쿱디스트리뷰션,2022-11-30,개봉영화,장편,한국,27,43232293,5660,37223593,4922,멜로/로맨스,15세이상관람가,독립/예술영화
장기자랑,이소현,영화사 연필,,(주)영화사 진진,2023-04-05,개봉영화,장편,한국,57,51684195,5334,29578795,2878,다큐멘터리,12세이상관람가,독립/예술영화
로보카폴리 안전교실 교통편,엄준영,(주)로이비쥬얼,,(주)로이비쥬얼,2022-09-19,개봉영화,장편,한국,16,31344000,5222,1728000,288,애니메이션,전체관람가,일반영화
마리앙투아네트,로버트 요한슨,씨제이 씨지브이(CJ CGV)(주),,씨제이 씨지브이(CJ CGV)(주),2023-01-02,개봉영화,장편,한국,8,96237000,4812,43079500,2154,뮤지컬,12세이상관람가,일반영화
나는 여기에 있다,신근호,(주)미학인우주선,,와이드 릴리즈(주),2023-04-12,개봉영화,장편,한국,122,41815700,4746,18929800,2161,범죄,15세이상관람가,일반영화
수프와 이데올로기,양영희,"㈜PLACE TO BE,㈜나비온에어",,(주)엣나인필름,2022-10-20,개봉영화,장편,한국,45,41959796,4679,25404897,2639,다큐멘터리,12세이상관람가,독립/예술영화
살수,곽정덕,"(주)디에이치미디어,(유)조이앤시네마",,"TCO(주)더콘텐츠온,와이드 릴리즈(주),(주)제이앤씨미디어그룹",2023-02-22,개봉영화,장편,한국,188,42416765,4600,16980895,1758,액션,15세이상관람가,일반영화
여덟 번째 감각,"백인우,베르너 두 플레시스",(주)문라이트이엔티,,"(주)플레이그램,(주)영화특별시에스엠씨",2023-03-29,개봉영화,장편,한국,80,35928804,4196,22625316,2604,멜로/로맨스,15세이상관람가,독립/예술영화
EBS친구들 씽씽 댄스파티,,한국교육방송공사 EBS,,(주)에픽캔,2022-09-20,개봉영화,장편,한국,1,25365000,4196,2154000,359,가족,전체관람가,일반영화
위너 2022 콘서트 더 서클 더 무비,정치영,(주)와이지엔터테인먼트,,씨제이 씨지브이(CJ CGV)(주),2023-01-25,개봉영화,장편,한국,31,91370200,4166,65301200,2981,공연,전체관람가,일반영화
옆집사람,염지호,한국예술종합학교,,(주)디스테이션,2022-11-03,개봉영화,장편,한국,72,30448757,3964,12217700,1638,스릴러,15세이상관람가,독립/예술영화
첫번째 아이,허정재,화원,,(주)더쿱디스트리뷰션,2022-11-10,개봉영화,장편,한국,59,35330897,3851,17921497,1960,드라마,12세이상관람가,독립/예술영화
뿌까의 짜장면파티,박상용,(주)에픽캔,,(주)에픽캔,2022-07-04,개봉영화,장편,한국,11,21964000,3654,1350000,225,기타,전체관람가,일반영화
살인청부업자,강태호,(주)피터팬픽쳐스,,(주)피터팬픽쳐스,2022-11-03,개봉영화,장편,한국,50,26650999,3568,11200799,1447,범죄,청소년관람불가,일반영화
"열여덟, 어른이 되는 나이",주영,(주)체리코끼리,,필름다빈,2023-01-25,개봉영화,장편,한국,34,31388297,3420,12561797,1467,드라마,12세이상관람가,독립/예술영화
육사오(6/45),박규태,"(주)티피에스컴퍼니,(주)싸이더스",,"(주)홈초이스,(주)싸이더스",2022-08-24,개봉영화,장편,한국,1159,25564000,3282,9060000,906,코미디,12세이상관람가,일반영화
찬란한 나의 복수,임성운,"주식회사 고래픽처스,시금치 픽쳐스",,영화배급협동조합 씨네소파,2023-03-29,개봉영화,장편,한국,59,28488199,3274,12819099,1391,드라마,15세이상관람가,독립/예술영화
트랜스,도내리,네거티브 필름 프로덕션즈,,(주)마노엔터테인먼트,2022-11-17,개봉영화,장편,한국,29,11680099,3254,4647399,577,SF,15세이상관람가,독립/예술영화
물안에서,홍상수,(주)영화제작전원사,,"(주)영화제작전원사 ,(주)콘텐츠판다",2023-04-12,개봉영화,장편,한국,61,30165598,3232,22240498,2305,드라마,12세이상관람가,독립/예술영화
튜브펫주식회사,"송상민,곽지성",(주)지티지그룹,,"(주)지티지그룹,와이드 릴리즈(주)",2022-12-08,개봉영화,장편,한국,55,25999499,3216,11875699,1460,드라마,전체관람가,일반영화
초선,전후석,"디아스포라 필름,포핸즈스토리",,커넥트픽쳐스(주),2022-11-03,개봉영화,장편,한국,41,25470796,3215,18534996,2505,다큐멘터리,12세이상관람가,독립/예술영화
머슴바울,권혁만,"권필름,스토리윤",,"(주)드림팩트엔터테인먼트,기독교대한감리회",2022-11-24,개봉영화,장편,한국,23,29099600,3004,14199100,1330,사극,전체관람가,독립/예술영화
쏜애플 불구경 2022 라이브 콘서트 필름,금강산,씨제이 씨지브이(CJ CGV)(주),,씨제이 씨지브이(CJ CGV)(주),2023-03-08,개봉영화,장편,한국,10,58910900,2957,40871200,2053,공연,전체관람가,일반영화
흐르다,김현정,영화문,,M&M 인터내셔널,2023-03-29,개봉영화,장편,한국,43,24336097,2925,14446797,1663,드라마,12세이상관람가,독립/예술영화
요정,신택수,한국예술종합학교 미디어콘텐츠센터,,"(주)싸이더스,(주)블루라벨픽쳐스",2022-12-01,개봉영화,장편,한국,32,24918497,2861,15404497,1688,드라마,12세이상관람가,독립/예술영화
한산: 용의 출현,김한민,(주)빅스톤픽쳐스,,롯데컬처웍스(주)롯데엔터테인먼트,2022-07-27,개봉영화,장편,한국,2223,18625000,2706,3741000,517,액션,12세이상관람가,일반영화
극장판 헬로카봇: 수상한 마술단의 비밀,"최신규,이슬기,정승원","(주)초이락컨텐츠컴퍼니,스튜디오더블유바바(주)",,롯데컬처웍스(주)롯데엔터테인먼트,2022-09-28,개봉영화,장편,한국,790,20893499,2366,5343300,586,애니메이션,전체관람가,일반영화
사랑의 고고학,이완민,"(주)맑은시네마,영화사 잠",,"(주)맑은시네마,(주)엣나인필름",2023-04-12,개봉영화,장편,한국,42,21998958,2346,16976300,1733,드라마,15세이상관람가,독립/예술영화
니얼굴,서동일,두물머리픽쳐스,,(주)영화사 진진,2022-06-23,개봉영화,장편,한국,65,20261000,2275,4202000,419,다큐멘터리,전체관람가,독립/예술영화
10일간의 애인,이영용,"(주)로드하우스,꿀잼컴퍼니(주)",,(주)그노스,2023-01-12,개봉영화,장편,한국,50,21160996,2118,10240997,1025,멜로/로맨스,청소년관람불가,일반영화
강남좀비,이수성,㈜리필름,,"와이드 릴리즈(주),(주)제이앤씨미디어그룹",2023-01-05,개봉영화,장편,한국,51,21235695,2098,10516298,1085,드라마,15세이상관람가,일반영화
제비,이송희일,(주)시네마달,,(주)시네마달,2023-04-12,개봉영화,장편,한국,28,20476897,2094,14466997,1364,드라마,15세이상관람가,독립/예술영화
대무가,이한종,(주)쿠키픽쳐스,,"판씨네마(주),(주)케이티알파",2022-10-12,개봉영화,장편,한국,587,18918000,2002,9892000,991,드라마,15세이상관람가,독립/예술영화
고고다이노 극장판: 얼음공룡의 비밀,이선명,(주)모꼬지,,"(주)넥스트엔터테인먼트월드(NEW),(주)블루라벨픽쳐스",2022-10-05,개봉영화,장편,한국,531,13422915,1946,0,0,애니메이션,전체관람가,독립/예술영화
리미트,이승준,"(주)베러투모로우,나로픽처스(주),(유)조이앤시네마",,"TCO(주)더콘텐츠온,(주)제이앤씨미디어그룹",2022-08-31,개봉영화,장편,한국,687,17702000,1771,8846000,885,범죄,15세이상관람가,일반영화
여섯 개의 밤,최창환,"(주)컬쳐플랫폼,매치컷(주)",,㈜인디스토리,2023-03-29,개봉영화,장편,한국,34,14480097,1704,9987297,1052,드라마,12세이상관람가,독립/예술영화
차별,"김지운,김도희",이스크라21,,(주)디오시네마,2023-03-22,개봉영화,장편,한국,24,15304398,1688,9645698,1000,다큐멘터리,전체관람가,독립/예술영화
나는 마을 방과후 교사입니다,"박홍열,황다은",(주)스튜디오그레인풀,,(주)스튜디오그레인풀,2023-01-11,개봉영화,장편,한국,23,14908599,1637,11102599,1121,다큐멘터리,전체관람가,독립/예술영화
죽어도 자이언츠,이동윤,"국제신문,구구필름",,롯데컬처웍스(주)롯데엔터테인먼트,2022-10-27,개봉영화,장편,한국,69,15407999,1539,4786000,456,다큐멘터리,12세이상관람가,독립/예술영화
겨울 이야기,신상옥,신프로덕션,,"와이드 릴리즈(주),시네마 뉴원",2023-01-18,개봉영화,장편,한국,22,6939399,1366,4739899,980,드라마,전체관람가,독립/예술영화
컨버세이션,김덕중,풀잎필름,,필름다빈,2023-02-23,개봉영화,장편,한국,21,11122198,1361,8129798,920,기타,12세이상관람가,독립/예술영화
우수,오세현,"(주)률필름,영화사당나귀",,㈜인디스토리,2022-11-24,개봉영화,장편,한국,19,11479899,1335,9346299,983,드라마,12세이상관람가,독립/예술영화
뮤지컬 <미아 파밀리아>,장우성,주식회사 홍컴퍼니,,주식회사 홍컴퍼니,2022-11-02,개봉영화,장편,한국,10,25620000,1281,19800000,990,뮤지컬,12세이상관람가,일반영화
