,전국 스크린수,전국 매출액,전국 관객수,서울 매출액,서울 관객수,director_rank,gr_rank,dis_rank,영화형태_단편,영화형태_옴니버스,영화형태_장편,영화구분_독립/예술영화,영화구분_일반영화,등급_12세이상관람가,등급_15세이상관람가,"등급_연소자관람불가,청소년관람불가",등급_전체관람가,등급_청소년관람불가
1235,29,3544500.0,510,2055000,298,584.0,2.0,214.0,0,0,1,1,0,0,0,0,0,1
1237,39,3185000.0,470,1714000,277,295.0,15.0,104.0,0,0,1,1,0,0,0,0,1,0
1238,10,4565000.0,459,2930500,307,601.0,4.0,239.0,0,0,1,1,0,0,1,0,0,0
1239,6,2996000.0,445,1696000,185,208.0,9.0,184.0,0,0,1,1,0,0,1,0,0,0
1240,5,2460000.0,388,1807000,206,520.0,9.0,181.0,0,0,1,1,0,1,0,0,0,0
1241,5,2000000.0,269,1185000,115,687.0,9.0,247.0,0,0,1,1,0,1,0,0,0,0
1242,20,1291000.0,261,405000,81,657.0,20.0,246.0,0,0,1,0,1,0,0,0,0,1
1243,4,2604000.0,259,2362000,237,658.0,9.0,232.0,0,0,1,1,0,1,0,0,0,0
1244,9,1987500.0,244,1661000,212,659.0,16.0,165.0,0,0,1,0,1,0,0,0,1,0
1245,3,1457000.0,231,154000,30,663.0,9.0,235.0,0,0,1,1,0,1,0,0,0,0
1246,1,2640000.0,220,2640000,220,670.0,9.0,237.0,0,0,1,0,1,1,0,0,0,0
1247,9,2695200.0,217,1526700,122,692.0,11.0,251.0,0,0,1,0,1,0,0,0,1,0
1248,20,1319000.0,192,169000,19,541.0,15.0,167.0,0,0,1,1,0,0,0,0,1,0
1249,9,1886500.0,190,1119500,110,680.0,16.0,241.0,0,0,1,0,1,0,0,0,1,0
1250,4,1130000.0,178,708000,116,684.0,13.0,239.0,0,0,1,1,0,0,1,0,0,0
1251,8,2205600.0,173,1507100,118,692.0,16.0,251.0,0,0,1,0,1,1,0,0,0,0
1252,20,1172500.0,163,496500,57,646.0,13.0,229.0,0,0,1,1,0,1,0,0,0,0
1253,1,914000.0,116,0,0,719.0,9.0,158.0,0,0,1,1,0,1,0,0,0,0
1254,9,1164000.0,114,769000,72,701.0,16.0,251.0,0,0,1,0,1,0,1,0,0,0
1255,1708,1059000.0,106,759000,76,41.0,6.0,7.0,0,0,1,0,1,1,0,0,0,0
1256,23,720000.0,102,0,0,538.0,9.0,191.0,0,0,1,1,0,0,1,0,0,0
1257,5,500000.0,100,100000,20,774.0,20.0,268.0,0,0,1,0,1,0,0,0,0,1
1258,5,500000.0,100,100000,20,874.0,20.0,296.0,0,0,1,0,1,0,0,0,0,1
1259,5,500000.0,100,100000,20,741.0,20.0,286.0,0,0,1,0,1,0,0,0,0,1
1260,5,500000.0,100,100000,20,774.0,20.0,268.0,0,0,1,0,1,0,0,0,0,1
1261,5,500000.0,100,100000,20,758.0,20.0,286.0,0,0,1,0,1,0,0,0,0,1
1262,5,500000.0,100,100000,20,770.0,20.0,268.0,0,0,1,0,1,0,0,0,0,1
1263,5,500000.0,100,100000,20,770.0,20.0,268.0,0,0,1,0,1,0,0,0,0,1
1264,5,500000.0,100,100000,20,837.0,20.0,296.0,0,0,1,0,1,0,0,0,0,1
1265,5,500000.0,100,100000,20,773.0,20.0,296.0,0,0,1,0,1,0,0,0,0,1
1266,5,500000.0,100,100000,20,841.0,20.0,296.0,0,0,1,0,1,0,0,0,0,1
1267,75,704000.0,97,505000,60,362.0,15.0,131.0,0,0,1,1,0,0,0,0,1,0
1268,690,387700.0,68,0,0,138.0,7.0,43.0,0,0,1,0,1,0,1,0,0,0
1269,8,452000.0,44,342000,35,698.0,16.0,241.0,0,0,1,0,1,0,0,0,1,0
1270,618,210000.0,42,210000,42,130.0,10.0,6.0,0,0,1,0,1,0,0,0,1,0
1271,6,439000.0,36,302000,24,692.0,16.0,251.0,0,0,1,0,1,1,0,0,0,0
1272,1,100000.0,20,0,0,828.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
1273,1,100000.0,20,0,0,828.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
1274,1,100000.0,20,100000,20,835.0,20.0,279.0,0,0,1,0,1,0,0,0,0,1
1275,1,100000.0,20,0,0,796.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
1276,1,100000.0,20,100000,20,809.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
1277,1,100000.0,20,0,0,818.0,20.0,282.0,0,0,1,0,1,0,0,0,0,1
1278,1,100000.0,20,100000,20,793.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
1279,1,100000.0,20,0,0,835.0,20.0,279.0,0,0,1,0,1,0,0,0,0,1
1280,1,100000.0,20,0,0,804.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
1281,1,100000.0,20,0,0,848.0,20.0,280.0,0,0,1,0,1,0,0,0,0,1
1282,1,100000.0,20,0,0,851.0,20.0,290.0,0,0,1,0,1,0,0,0,0,1
1283,1,100000.0,20,0,0,816.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
1284,1,100000.0,20,0,0,804.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
1285,1,100000.0,20,0,0,801.0,20.0,282.0,0,0,1,0,1,0,0,0,0,1
1286,1,100000.0,20,0,0,828.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
1287,1,100000.0,20,0,0,816.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
1288,1,100000.0,20,0,0,828.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
1289,1,100000.0,20,0,0,796.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
1290,1,100000.0,20,0,0,794.0,20.0,265.0,0,0,1,0,1,0,0,0,0,1
1291,1,100000.0,20,0,0,796.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
1292,1,100000.0,20,100000,20,809.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
1293,1,100000.0,20,0,0,804.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
1294,1,100000.0,20,0,0,809.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
1295,1,100000.0,20,0,0,828.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
1296,1,100000.0,20,0,0,881.0,20.0,279.0,0,0,1,0,1,0,0,0,0,1
1297,1,100000.0,20,100000,20,837.0,20.0,296.0,0,0,1,0,1,0,0,0,0,1
1298,1,100000.0,20,0,0,825.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
1299,1,100000.0,20,0,0,831.0,20.0,276.0,0,0,1,0,1,0,0,0,0,1
1300,1,100000.0,20,0,0,828.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
1301,1,100000.0,20,0,0,793.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
1302,1,100000.0,20,100000,20,809.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
1303,1,100000.0,20,100000,20,809.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
1304,1,100000.0,20,0,0,828.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
1305,1,100000.0,20,0,0,846.0,20.0,293.0,0,0,1,0,1,0,0,0,0,1
1306,1,100000.0,20,0,0,835.0,20.0,279.0,0,0,1,0,1,0,0,0,0,1
1307,1,100000.0,20,0,0,796.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
1308,1,100000.0,20,0,0,828.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
1309,1,100000.0,20,0,0,804.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
1310,1,100000.0,20,0,0,838.0,20.0,280.0,0,0,1,0,1,0,0,0,0,1
1311,1,100000.0,20,0,0,854.0,20.0,280.0,0,0,1,0,1,0,0,0,0,1
1312,1,100000.0,20,0,0,822.0,20.0,282.0,0,0,1,0,1,0,0,0,0,1
1313,1,100000.0,20,100000,20,786.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
1314,1,100000.0,20,0,0,828.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
1315,1,100000.0,20,0,0,720.0,20.0,280.0,0,0,1,0,1,0,0,0,0,1
1316,1,100000.0,20,0,0,862.0,20.0,291.0,0,0,1,0,1,0,0,0,0,1
1317,1,100000.0,20,100000,20,726.0,20.0,296.0,0,0,1,0,1,0,0,0,0,1
1318,1,100000.0,20,0,0,822.0,20.0,282.0,0,0,1,0,1,0,0,0,0,1
1319,1,100000.0,20,0,0,845.0,20.0,280.0,0,0,1,0,1,0,0,0,0,1
1320,1,100000.0,20,0,0,828.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
1321,1,100000.0,20,100000,20,862.0,20.0,291.0,0,0,1,0,1,0,0,0,0,1
1322,1,100000.0,20,100000,20,804.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
1323,1,100000.0,20,0,0,828.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
1324,1,100000.0,20,0,0,793.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
1325,1,100000.0,20,0,0,796.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
1326,1,100000.0,20,100000,20,774.0,20.0,268.0,0,0,1,0,1,0,0,0,0,1
1327,1,100000.0,20,0,0,830.0,20.0,293.0,0,0,1,0,1,0,0,0,0,1
1328,1,100000.0,20,0,0,816.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
1329,1,100000.0,20,0,0,835.0,20.0,279.0,0,0,1,0,1,0,0,0,0,1
1330,1,100000.0,20,0,0,733.0,20.0,290.0,0,0,1,0,1,0,0,0,0,1
1331,1,100000.0,20,0,0,828.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
1332,1,100000.0,20,100000,20,786.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
1333,1,100000.0,20,0,0,828.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
1334,1,100000.0,20,0,0,835.0,20.0,279.0,0,0,1,0,1,0,0,0,0,1
1335,1,100000.0,20,0,0,796.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
1336,1,100000.0,20,0,0,828.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
1337,1,100000.0,20,0,0,873.0,20.0,296.0,0,0,1,0,1,0,0,0,0,1
1338,1,100000.0,20,0,0,821.0,20.0,282.0,0,0,1,0,1,0,0,0,0,1
1339,1,100000.0,20,0,0,787.0,20.0,280.0,0,0,1,0,1,0,0,0,0,1
1340,1,100000.0,20,100000,20,786.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
1341,1,100000.0,20,0,0,828.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
1342,1,100000.0,20,0,0,845.0,20.0,280.0,0,0,1,0,1,0,0,0,0,1
1343,1,100000.0,20,0,0,853.0,20.0,280.0,0,0,1,0,1,0,0,0,0,1
1344,1,100000.0,20,0,0,804.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
1345,1,100000.0,20,100000,20,793.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
1346,1,100000.0,20,0,0,848.0,20.0,280.0,0,0,1,0,1,0,0,0,0,1
1347,1,100000.0,20,0,0,851.0,20.0,290.0,0,0,1,0,1,0,0,0,0,1
1348,1,100000.0,20,0,0,852.0,20.0,268.0,0,0,1,0,1,0,0,0,0,1
1349,1,100000.0,20,0,0,828.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
1350,1,100000.0,20,0,0,825.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
1351,1,100000.0,20,100000,20,825.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
1352,1,100000.0,20,0,0,862.0,20.0,291.0,0,0,1,0,1,0,0,0,0,1
1353,1,100000.0,20,0,0,848.0,20.0,265.0,0,0,1,0,1,0,0,0,0,1
1354,1,100000.0,20,0,0,828.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
1355,1,100000.0,20,0,0,821.0,20.0,282.0,0,0,1,0,1,0,0,0,0,1
1356,1,100000.0,20,100000,20,804.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
1357,1,100000.0,20,100000,20,825.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
1358,1,100000.0,20,0,0,801.0,20.0,282.0,0,0,1,0,1,0,0,0,0,1
1359,1,100000.0,20,0,0,828.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
1360,1,100000.0,20,0,0,828.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
1361,1,100000.0,20,0,0,804.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
1362,1,100000.0,20,0,0,813.0,20.0,280.0,0,0,1,0,1,0,0,0,0,1
1363,1,100000.0,20,0,0,881.0,20.0,279.0,0,0,1,0,1,0,0,0,0,1
1364,1,100000.0,20,0,0,796.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
1365,1,100000.0,20,0,0,825.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
1366,1,100000.0,20,0,0,828.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
1367,1,100000.0,20,100000,20,809.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
1368,1,100000.0,20,0,0,828.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
1369,1,100000.0,20,0,0,846.0,20.0,293.0,0,0,1,0,1,0,0,0,0,1
1370,1,100000.0,20,0,0,828.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
1371,1,100000.0,20,100000,20,809.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
1372,1,100000.0,20,100000,20,835.0,20.0,279.0,0,0,1,0,1,0,0,0,0,1
1373,1,100000.0,20,0,0,825.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
1374,1,100000.0,20,0,0,835.0,20.0,279.0,0,0,1,0,1,0,0,0,0,1
1375,1,100000.0,20,100000,20,809.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
1376,1,100000.0,20,0,0,828.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
1377,1,100000.0,20,0,0,720.0,20.0,280.0,0,0,1,0,1,0,0,0,0,1
1378,1,100000.0,20,0,0,887.0,20.0,296.0,0,0,1,0,1,0,0,0,0,1
1379,1,100000.0,20,100000,20,786.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
1380,1,100000.0,20,0,0,831.0,20.0,276.0,0,0,1,0,1,0,0,0,0,1
1381,1,100000.0,20,100000,20,835.0,20.0,279.0,0,0,1,0,1,0,0,0,0,1
1382,1,100000.0,20,0,0,828.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
1383,1,100000.0,20,100000,20,804.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
1384,1,100000.0,20,0,0,812.0,20.0,265.0,0,0,1,0,1,0,0,0,0,1
1385,1,100000.0,20,0,0,835.0,20.0,279.0,0,0,1,0,1,0,0,0,0,1
1386,1,100000.0,20,0,0,851.0,20.0,290.0,0,0,1,0,1,0,0,0,0,1
1387,1,100000.0,20,0,0,828.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
1388,1,100000.0,20,0,0,816.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
1389,1,100000.0,20,0,0,796.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
1390,69,160000.0,18,160000,18,382.0,9.0,138.0,0,0,1,1,0,0,1,0,0,0
1391,6,28000.0,7,0,0,875.0,20.0,289.0,0,0,1,0,1,0,0,0,0,1
1392,5,6000.0,6,0,0,863.0,20.0,271.0,0,0,1,0,1,0,0,0,0,1
1393,7,42000.0,6,0,0,681.0,15.0,192.0,0,0,1,1,0,0,0,0,1,0
1394,2,6000.0,6,0,0,864.0,20.0,271.0,0,0,1,0,1,0,0,0,0,1
1395,5,25000.0,5,0,0,770.0,20.0,299.0,0,0,1,0,1,0,0,0,0,1
1396,5,25000.0,5,0,0,875.0,20.0,289.0,0,0,1,0,1,0,0,0,0,1
1397,5,25000.0,5,0,0,856.0,20.0,289.0,0,0,1,0,1,0,0,0,0,1
1398,5,25000.0,5,0,0,856.0,20.0,289.0,0,0,1,0,1,0,0,0,0,1
1399,5,25000.0,5,0,0,856.0,20.0,289.0,0,0,1,0,1,0,0,0,0,1
1400,5,25000.0,5,0,0,875.0,20.0,289.0,0,0,1,0,1,0,0,0,0,1
1401,5,25000.0,5,0,0,856.0,20.0,289.0,0,0,1,0,1,0,0,0,0,1
1402,5,25000.0,5,0,0,856.0,20.0,289.0,0,0,1,0,1,0,0,0,0,1
1403,5,25000.0,5,0,0,875.0,20.0,289.0,0,0,1,0,1,0,0,0,0,1
1404,5,25000.0,5,0,0,856.0,20.0,289.0,0,0,1,0,1,0,0,0,0,1
1405,7,14000.0,2,0,0,713.0,9.0,163.0,0,0,1,1,0,1,0,0,0,0
1406,1,2000.0,2,0,0,886.0,20.0,274.0,0,0,1,0,1,0,0,0,0,1
1407,2,2000.0,2,0,0,864.0,20.0,271.0,0,0,1,0,1,0,0,0,0,1
1408,1,12000.0,2,0,0,888.0,20.0,267.0,0,0,1,0,1,0,0,0,0,1
1409,1,12000.0,2,0,0,888.0,20.0,267.0,0,0,1,0,1,0,0,0,0,1
1410,1,2000.0,2,0,0,886.0,20.0,274.0,0,0,1,0,1,0,0,0,0,1
1411,1,2000.0,2,0,0,890.0,20.0,304.0,0,0,1,0,1,0,0,0,0,1
1412,1,20000.0,2,20000,2,650.0,2.0,192.0,0,0,1,0,1,0,0,0,0,1
1413,1,20000.0,2,20000,2,650.0,2.0,192.0,0,0,1,0,1,0,0,0,0,1
1414,1,5000.0,1,0,0,862.0,20.0,291.0,0,0,1,0,1,0,0,0,0,1
1415,1,6000.0,1,0,0,935.0,20.0,269.0,0,0,1,0,1,0,0,0,0,1
1416,1,6000.0,1,0,0,837.0,20.0,296.0,0,0,1,0,1,0,0,0,0,1
1417,1,1000.0,1,0,0,754.0,20.0,271.0,0,0,1,0,1,0,0,0,0,1
1418,1,5000.0,1,0,0,851.0,20.0,290.0,0,0,1,0,1,0,0,0,0,1
1419,1,6000.0,1,0,0,999.0,20.0,296.0,0,0,1,0,1,0,0,0,0,1
1420,1,1000.0,1,0,0,886.0,20.0,274.0,0,0,1,0,1,0,0,0,0,1
1421,1,5000.0,1,0,0,851.0,20.0,290.0,0,0,1,0,1,0,0,0,0,1
1422,1,6000.0,1,0,0,545.0,20.0,296.0,0,0,1,0,1,0,0,0,0,1
1423,1,1000.0,1,0,0,1010.0,20.0,300.0,0,0,1,0,1,0,0,0,0,1
1424,1,6000.0,1,0,0,874.0,20.0,296.0,0,0,1,0,1,0,0,0,0,1
1425,1,6000.0,1,0,0,991.0,20.0,296.0,0,0,1,0,1,0,0,0,0,1
1426,1,1000.0,1,0,0,968.0,20.0,294.0,0,0,1,0,1,0,0,0,0,1
1427,1,1000.0,1,0,0,968.0,20.0,294.0,0,0,1,0,1,0,0,0,0,1
1428,1,6000.0,1,0,0,837.0,20.0,296.0,0,0,1,0,1,0,0,0,0,1
1429,1,1000.0,1,0,0,1015.0,20.0,319.0,0,0,1,0,1,0,0,0,0,1
1430,1,10000.0,1,10000,1,650.0,2.0,271.0,0,0,1,0,1,0,0,0,0,1
1431,1,10000.0,1,10000,1,650.0,2.0,271.0,0,0,1,0,1,0,1,0,0,0
1432,1,10000.0,1,10000,1,650.0,2.0,271.0,0,0,1,0,1,0,1,0,0,0
1433,1,1000.0,1,0,0,603.0,20.0,301.0,0,0,1,0,1,0,0,0,0,1
1434,1,1000.0,1,0,0,896.0,20.0,300.0,0,0,1,0,1,0,0,0,0,1
1435,1,5000.0,1,0,0,890.0,20.0,304.0,0,0,1,0,1,0,0,0,0,1
1436,1,6000.0,1,0,0,925.0,20.0,269.0,0,0,1,0,1,0,0,0,0,1
1437,1,5000.0,1,0,0,851.0,20.0,290.0,0,0,1,0,1,0,0,0,0,1
1438,1,6000.0,1,0,0,934.0,20.0,307.0,0,0,1,0,1,0,0,0,0,1
1439,1,5000.0,1,0,0,877.0,20.0,303.0,0,0,1,0,1,0,0,0,0,1
1440,1,6000.0,1,0,0,928.0,20.0,296.0,0,0,1,0,1,0,0,0,0,1
1441,1,1000.0,1,0,0,890.0,20.0,304.0,0,0,1,0,1,0,0,0,0,1
1442,1,6000.0,1,0,0,837.0,20.0,296.0,0,0,1,0,1,0,0,0,0,1
1443,1,6000.0,1,0,0,888.0,20.0,267.0,0,0,1,0,1,0,0,0,0,1
1444,1,6000.0,1,0,0,874.0,20.0,296.0,0,0,1,0,1,0,0,0,0,1
1445,1,6000.0,1,0,0,887.0,20.0,296.0,0,0,1,0,1,0,0,0,0,1
1446,1,6000.0,1,0,0,935.0,20.0,269.0,0,0,1,0,1,0,0,0,0,1
1447,1,6000.0,1,0,0,935.0,20.0,269.0,0,0,1,0,1,0,0,0,0,1
1448,1,6000.0,1,0,0,887.0,20.0,296.0,0,0,1,0,1,0,0,0,0,1
1449,1,1000.0,1,0,0,890.0,20.0,304.0,0,0,1,0,1,0,0,0,0,1
1450,1,1000.0,1,0,0,953.0,20.0,304.0,0,0,1,0,1,0,0,0,0,1
1451,1,1000.0,1,0,0,957.0,20.0,304.0,0,0,1,0,1,0,0,0,0,1
1452,1,6000.0,1,0,0,885.0,20.0,296.0,0,0,1,0,1,0,0,0,0,1
1453,1,5000.0,1,0,0,877.0,20.0,303.0,0,0,1,0,1,0,0,0,0,1
1454,1,6000.0,1,0,0,888.0,20.0,267.0,0,0,1,0,1,0,0,0,0,1
1455,1,6000.0,1,0,0,888.0,20.0,267.0,0,0,1,0,1,0,0,0,0,1
1456,1,1000.0,1,0,0,877.0,20.0,303.0,0,0,1,0,1,0,0,0,0,1
1457,1,6000.0,1,0,0,927.0,20.0,296.0,0,0,1,0,1,0,0,0,0,1
1458,1,5000.0,1,0,0,836.0,20.0,293.0,0,0,1,0,1,0,0,0,0,1
1459,1,6000.0,1,0,0,935.0,20.0,269.0,0,0,1,0,1,0,0,0,0,1
1460,1,6000.0,1,0,0,888.0,20.0,267.0,0,0,1,0,1,0,0,0,0,1
1461,1,6000.0,1,0,0,888.0,20.0,267.0,0,0,1,0,1,0,0,0,0,1
1462,1,6000.0,1,0,0,928.0,20.0,296.0,0,0,1,0,1,0,0,0,0,1
1463,1,6000.0,1,0,0,774.0,20.0,268.0,0,0,1,0,1,0,0,0,0,1
1464,1,6000.0,1,0,0,842.0,20.0,285.0,0,0,1,0,1,0,0,0,0,1
1465,1,6000.0,1,0,0,885.0,20.0,296.0,0,0,1,0,1,0,0,0,0,1
1466,1,6000.0,1,0,0,925.0,20.0,269.0,0,0,1,0,1,0,0,0,0,1
1467,1,6000.0,1,0,0,925.0,20.0,269.0,0,0,1,0,1,0,0,0,0,1
1468,1,6000.0,1,0,0,935.0,20.0,269.0,0,0,1,0,1,0,0,0,0,1
1469,1,6000.0,1,0,0,925.0,20.0,269.0,0,0,1,0,1,0,0,0,0,1
1470,1,6000.0,1,0,0,935.0,20.0,269.0,0,0,1,0,1,0,0,0,0,1
1471,1,6000.0,1,0,0,935.0,20.0,269.0,0,0,1,0,1,0,0,0,0,1
1472,1,6000.0,1,0,0,935.0,20.0,269.0,0,0,1,0,1,0,0,0,0,1
1473,1,1000.0,1,0,0,877.0,20.0,303.0,0,0,1,0,1,0,0,0,0,1
1474,1,6000.0,1,0,0,862.0,20.0,291.0,0,0,1,0,1,0,0,0,0,1
1475,1,1000.0,1,0,0,603.0,20.0,301.0,0,0,1,0,1,0,0,0,0,1
1476,1,1000.0,1,0,0,891.0,20.0,302.0,0,0,1,0,1,0,0,0,0,1
1477,1,5000.0,1,0,0,733.0,20.0,290.0,0,0,1,0,1,0,0,0,0,1
1478,1,1000.0,1,0,0,1018.0,20.0,304.0,0,0,1,0,1,0,0,0,0,1
1479,1,1000.0,1,0,0,995.0,20.0,304.0,0,0,1,0,1,0,0,0,0,1
1480,1,1000.0,1,0,0,1002.0,20.0,304.0,0,0,1,0,1,0,0,0,0,1
1481,1,1000.0,1,0,0,890.0,20.0,304.0,0,0,1,0,1,0,0,0,0,1
1482,1,6000.0,1,0,0,887.0,20.0,296.0,0,0,1,0,1,0,0,0,0,1
1483,1,6000.0,1,0,0,887.0,20.0,296.0,0,0,1,0,1,0,0,0,0,1
1484,1,1000.0,1,0,0,603.0,20.0,274.0,0,0,1,0,1,0,0,0,0,1
1485,1,6000.0,1,0,0,966.0,20.0,296.0,0,0,1,0,1,0,0,0,0,1
1486,1,1000.0,1,0,0,916.0,20.0,304.0,0,0,1,0,1,0,0,0,0,1
1487,1,1000.0,1,0,0,881.0,20.0,294.0,0,0,1,0,1,0,0,0,0,1
1488,1,1000.0,1,0,0,881.0,20.0,294.0,0,0,1,0,1,0,0,0,0,1
1489,1,5000.0,1,0,0,890.0,20.0,304.0,0,0,1,0,1,0,0,0,0,1
1490,1,1000.0,1,0,0,754.0,20.0,271.0,0,0,1,0,1,0,0,0,0,1
1491,1,1000.0,1,0,0,704.0,20.0,271.0,0,0,1,0,1,0,0,0,0,1
1492,1,5000.0,1,0,0,733.0,20.0,290.0,0,0,1,0,1,0,0,0,0,1
1493,1,6000.0,1,0,0,837.0,20.0,296.0,0,0,1,0,1,0,0,0,0,1
1494,1,6000.0,1,0,0,837.0,20.0,296.0,0,0,1,0,1,0,0,0,0,1
1495,1,1000.0,1,0,0,603.0,20.0,301.0,0,0,1,0,1,0,0,0,0,1
1496,1,5000.0,1,0,0,851.0,20.0,290.0,0,0,1,0,1,0,0,0,0,1
1497,1,1000.0,1,0,0,1010.0,20.0,300.0,0,0,1,0,1,0,0,0,0,1
1498,1,1000.0,1,0,0,895.0,20.0,304.0,0,0,1,0,1,0,0,0,0,1
1499,1,6000.0,1,0,0,935.0,20.0,269.0,0,0,1,0,1,0,0,0,0,1
1500,1,6000.0,1,0,0,966.0,20.0,296.0,0,0,1,0,1,0,0,0,0,1
1501,1,6000.0,1,0,0,854.0,20.0,275.0,0,0,1,0,1,0,0,0,0,1
1502,1,1000.0,1,0,0,890.0,20.0,304.0,0,0,1,0,1,0,0,0,0,1
1503,1,5000.0,1,0,0,877.0,20.0,303.0,0,0,1,0,1,0,0,0,0,1
1504,1,6000.0,1,0,0,888.0,20.0,267.0,0,0,1,0,1,0,0,0,0,1
1505,1,6000.0,1,0,0,888.0,20.0,267.0,0,0,1,0,1,0,0,0,0,1
1506,1,6000.0,1,0,0,841.0,20.0,296.0,0,0,1,0,1,0,0,0,0,1
1507,1,6000.0,1,0,0,999.0,20.0,296.0,0,0,1,0,1,0,0,0,0,1
1508,1,1000.0,1,0,0,603.0,20.0,301.0,0,0,1,0,1,0,0,0,0,1
1509,1,1000.0,1,0,0,962.0,20.0,304.0,0,0,1,0,1,0,0,0,0,1
1510,1,6000.0,1,0,0,836.0,20.0,293.0,0,0,1,0,1,0,0,0,0,1
1511,1,1000.0,1,0,0,603.0,20.0,274.0,0,0,1,0,1,0,0,0,0,1
1512,1,5000.0,1,0,0,862.0,20.0,291.0,0,0,1,0,1,0,0,0,0,1
1513,1,6000.0,1,0,0,949.0,20.0,275.0,0,0,1,0,1,0,0,0,0,1
1514,1,1000.0,1,0,0,603.0,20.0,301.0,0,0,1,0,1,0,0,0,0,1
1515,1,5000.0,1,0,0,733.0,20.0,290.0,0,0,1,0,1,0,0,0,0,1
1516,1,5000.0,1,0,0,830.0,20.0,293.0,0,0,1,0,1,0,0,0,0,1
1517,1,5000.0,1,0,0,862.0,20.0,291.0,0,0,1,0,1,0,0,0,0,1
1518,1,6000.0,1,0,0,949.0,20.0,275.0,0,0,1,0,1,0,0,0,0,1
1519,1,1000.0,1,0,0,890.0,20.0,304.0,0,0,1,0,1,0,0,0,0,1
1520,1,5000.0,1,0,0,830.0,20.0,293.0,0,0,1,0,1,0,0,0,0,1
1521,1,1000.0,1,0,0,889.0,20.0,294.0,0,0,1,0,1,0,0,0,0,1
