,전국 스크린수,전국 매출액,전국 관객수,서울 매출액,서울 관객수,director_rank,gr_rank,dis_rank,영화형태_단편,영화형태_옴니버스,영화형태_장편,영화구분_독립/예술영화,영화구분_일반영화,등급_12세이상관람가,등급_15세이상관람가,"등급_연소자관람불가,청소년관람불가",등급_전체관람가,등급_청소년관람불가
959,1,100000.0,20,0,0,823.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
960,1,100000.0,20,0,0,799.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
961,1,100000.0,20,0,0,823.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
962,1,100000.0,20,0,0,793.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
963,66,150000.0,19,150000,19,382.0,9.0,138.0,0,0,1,1,0,1,0,0,0,0
964,175,90000.0,15,0,0,225.0,9.0,101.0,0,0,1,1,0,1,0,0,0,0
965,5,60000.0,14,0,0,603.0,20.0,274.0,0,0,1,0,1,0,0,0,0,1
966,1,140000.0,14,140000,14,844.0,15.0,174.0,0,0,1,1,0,0,0,0,1,0
967,99,72000.0,12,0,0,375.0,9.0,101.0,0,0,1,1,0,0,1,0,0,0
968,5,25000.0,5,0,0,774.0,20.0,299.0,0,0,1,0,1,0,0,0,0,1
969,5,25000.0,5,0,0,774.0,20.0,299.0,0,0,1,0,1,0,0,0,0,1
970,5,25000.0,5,0,0,875.0,20.0,289.0,0,0,1,0,1,0,0,0,0,1
971,5,25000.0,5,0,0,875.0,20.0,289.0,0,0,1,0,1,0,0,0,0,1
972,5,25000.0,5,0,0,875.0,20.0,289.0,0,0,1,0,1,0,0,0,0,1
973,5,25000.0,5,0,0,875.0,20.0,289.0,0,0,1,0,1,0,0,0,0,1
974,5,25000.0,5,0,0,875.0,20.0,289.0,0,0,1,0,1,0,0,0,0,1
975,20,32000.0,5,0,0,556.0,9.0,160.0,0,0,1,1,0,1,0,0,0,0
976,5,25000.0,5,0,0,852.0,20.0,299.0,0,0,1,0,1,0,0,0,0,1
977,5,25000.0,5,0,0,875.0,20.0,289.0,0,0,1,0,1,0,0,0,0,1
978,5,25000.0,5,0,0,856.0,20.0,289.0,0,0,1,0,1,0,0,0,0,1
979,4,24000.0,4,0,0,875.0,20.0,289.0,0,0,1,0,1,0,0,0,0,1
980,4,24000.0,4,0,0,875.0,20.0,289.0,0,0,1,0,1,0,0,0,0,1
981,25,12000.0,2,0,0,560.0,12.0,158.0,0,1,0,1,0,0,1,0,0,0
982,47,12000.0,2,0,0,493.0,9.0,182.0,0,0,1,1,0,0,1,0,0,0
983,1,20000.0,2,20000,2,650.0,2.0,79.0,0,0,1,0,1,0,0,0,0,1
984,2,2000.0,2,0,0,864.0,20.0,271.0,0,0,1,0,1,0,0,0,0,1
985,1,2000.0,2,0,0,864.0,20.0,271.0,0,0,1,0,1,0,0,0,0,1
986,1,6000.0,1,0,0,935.0,20.0,269.0,0,0,1,0,1,0,0,0,0,1
987,1,1000.0,1,0,0,913.0,20.0,304.0,0,0,1,0,1,0,0,0,0,1
988,1,6000.0,1,0,0,774.0,20.0,268.0,0,0,1,0,1,0,0,0,0,1
989,1,1000.0,1,0,0,948.0,20.0,246.0,0,0,1,0,1,0,0,0,0,1
990,1,1000.0,1,0,0,979.0,20.0,304.0,0,0,1,0,1,0,0,0,0,1
991,1,1000.0,1,0,0,972.0,20.0,304.0,0,0,1,0,1,0,0,0,0,1
992,1,6000.0,1,0,0,994.0,20.0,304.0,0,0,1,0,1,0,0,0,0,1
993,1,1000.0,1,0,0,976.0,20.0,304.0,0,0,1,0,1,0,0,0,0,1
994,1,1000.0,1,0,0,896.0,20.0,300.0,0,0,1,0,1,0,0,0,0,1
995,1,6000.0,1,0,0,777.0,20.0,277.0,0,0,1,0,1,0,0,0,0,1
996,1,6000.0,1,0,0,842.0,20.0,285.0,0,0,1,0,1,0,0,0,0,1
997,1,6000.0,1,0,0,852.0,20.0,299.0,0,0,1,0,1,0,0,0,0,1
998,1,1000.0,1,0,0,891.0,20.0,302.0,0,0,1,0,1,0,0,0,0,1
999,1,6000.0,1,0,0,846.0,20.0,293.0,0,0,1,0,1,0,0,0,0,1
1000,1,6000.0,1,0,0,733.0,20.0,290.0,0,0,1,0,1,0,0,0,0,1
1001,1,6000.0,1,0,0,874.0,20.0,296.0,0,0,1,0,1,0,0,0,0,1
1002,1,6000.0,1,0,0,881.0,20.0,279.0,0,0,1,0,1,0,0,0,0,1
1003,1,6000.0,1,0,0,837.0,20.0,296.0,0,0,1,0,1,0,0,0,0,1
1004,1,1000.0,1,0,0,1009.0,20.0,304.0,0,0,1,0,1,0,0,0,0,1
1005,1,1000.0,1,0,0,955.0,20.0,304.0,0,0,1,0,1,0,0,0,0,1
1006,1,6000.0,1,0,0,856.0,20.0,289.0,0,0,1,0,1,0,0,0,0,1
1007,1,6000.0,1,0,0,875.0,20.0,289.0,0,0,1,0,1,0,0,0,0,1
1008,1,6000.0,1,0,0,928.0,20.0,296.0,0,0,1,0,1,0,0,0,0,1
1009,1,6000.0,1,0,0,770.0,20.0,268.0,0,0,1,0,1,0,0,0,0,1
1010,1,6000.0,1,0,0,837.0,20.0,296.0,0,0,1,0,1,0,0,0,0,1
1011,1,1000.0,1,0,0,941.0,20.0,304.0,0,0,1,0,1,0,0,0,0,1
1012,1,6000.0,1,0,0,874.0,20.0,296.0,0,0,1,0,1,0,0,0,0,1
1013,1,6000.0,1,0,0,901.0,20.0,296.0,0,0,1,0,1,0,0,0,0,1
1014,1,6000.0,1,0,0,777.0,20.0,277.0,0,0,1,0,1,0,0,0,0,1
1015,1,1000.0,1,0,0,994.0,20.0,304.0,0,0,1,0,1,0,0,0,0,1
1016,1,6000.0,1,0,0,887.0,20.0,296.0,0,0,1,0,1,0,0,0,0,1
1017,1,1000.0,1,0,0,884.0,20.0,287.0,0,0,1,0,1,0,0,0,0,1
1018,1,6000.0,1,0,0,999.0,20.0,296.0,0,0,1,0,1,0,0,0,0,1
1019,1,6000.0,1,0,0,999.0,20.0,296.0,0,0,1,0,1,0,0,0,0,1
1020,1,6000.0,1,0,0,862.0,20.0,291.0,0,0,1,0,1,0,0,0,0,1
1021,1,6000.0,1,0,0,846.0,20.0,293.0,0,0,1,0,1,0,0,0,0,1
1022,1,6000.0,1,0,0,774.0,20.0,299.0,0,0,1,0,1,0,0,0,0,1
1023,1,6000.0,1,0,0,770.0,20.0,268.0,0,0,1,0,1,0,0,0,0,1
1024,1,6000.0,1,0,0,927.0,20.0,296.0,0,0,1,0,1,0,0,0,0,1
1025,1,6000.0,1,0,0,1003.0,20.0,268.0,0,0,1,0,1,0,0,0,0,1
1026,1,6000.0,1,0,0,928.0,20.0,296.0,0,0,1,0,1,0,0,0,0,1
1027,1,1000.0,1,0,0,896.0,20.0,300.0,0,0,1,0,1,0,0,0,0,1
1028,1,1000.0,1,0,0,754.0,20.0,314.0,0,0,1,0,1,0,0,0,0,1
1029,1,6000.0,1,0,0,986.0,20.0,312.0,0,0,1,0,1,0,0,0,0,1
1030,1,6000.0,1,0,0,939.0,20.0,296.0,0,0,1,0,1,0,0,0,0,1
1031,1,6000.0,1,0,0,846.0,20.0,293.0,0,0,1,0,1,0,0,0,0,1
1032,1,1000.0,1,0,0,889.0,20.0,294.0,0,0,1,0,1,0,0,0,0,1
1033,1,1000.0,1,0,0,889.0,20.0,294.0,0,0,1,0,1,0,0,0,0,1
1034,1,6000.0,1,0,0,888.0,20.0,267.0,0,0,1,0,1,0,0,0,0,1
1035,1,6000.0,1,0,0,888.0,20.0,267.0,0,0,1,0,1,0,0,0,0,1
1036,1,6000.0,1,0,0,829.0,20.0,277.0,0,0,1,0,1,0,0,0,0,1
1037,1,1000.0,1,0,0,902.0,20.0,304.0,0,0,1,0,1,0,0,0,0,1
1038,1,6000.0,1,0,0,990.0,20.0,296.0,0,0,1,0,1,0,0,0,0,1
1039,1,6000.0,1,0,0,776.0,20.0,279.0,0,0,1,0,1,0,0,0,0,1
1040,1,1000.0,1,0,0,881.0,20.0,294.0,0,0,1,0,1,0,0,0,0,1
1041,1,6000.0,1,0,0,856.0,20.0,289.0,0,0,1,0,1,0,0,0,0,1
1042,1,6000.0,1,0,0,966.0,20.0,296.0,0,0,1,0,1,0,0,0,0,1
1043,1,6000.0,1,0,0,774.0,20.0,299.0,0,0,1,0,1,0,0,0,0,1
1044,1,6000.0,1,0,0,862.0,20.0,291.0,0,0,1,0,1,0,0,0,0,1
1045,1,1000.0,1,0,0,603.0,20.0,274.0,0,0,1,0,1,0,0,0,0,1
1046,1,1000.0,1,0,0,982.0,20.0,304.0,0,0,1,0,1,0,0,0,0,1
1047,1,1000.0,1,0,0,917.0,20.0,304.0,0,0,1,0,1,0,0,0,0,1
1048,1,6000.0,1,0,0,837.0,20.0,296.0,0,0,1,0,1,0,0,0,0,1
1049,1,6000.0,1,0,0,873.0,20.0,296.0,0,0,1,0,1,0,0,0,0,1
1050,1,6000.0,1,0,0,733.0,20.0,290.0,0,0,1,0,1,0,0,0,0,1
1051,1,6000.0,1,0,0,966.0,20.0,296.0,0,0,1,0,1,0,0,0,0,1
1052,1,6000.0,1,0,0,873.0,20.0,296.0,0,0,1,0,1,0,0,0,0,1
1053,1,6000.0,1,0,0,873.0,20.0,296.0,0,0,1,0,1,0,0,0,0,1
1054,1,6000.0,1,0,0,888.0,20.0,267.0,0,0,1,0,1,0,0,0,0,1
1055,1,6000.0,1,0,0,841.0,20.0,296.0,0,0,1,0,1,0,0,0,0,1
1056,1,1000.0,1,0,0,941.0,20.0,304.0,0,0,1,0,1,0,0,0,0,1
1057,1,1000.0,1,0,0,603.0,20.0,274.0,0,0,1,0,1,0,0,0,0,1
1058,1,6000.0,1,0,0,837.0,20.0,296.0,0,0,1,0,1,0,0,0,0,1
1059,1,1000.0,1,0,0,1007.0,20.0,304.0,0,0,1,0,1,0,0,0,0,1
1060,1,1000.0,1,0,0,864.0,20.0,271.0,0,0,1,0,1,0,0,0,0,1
1061,1,1000.0,1,0,0,905.0,20.0,304.0,0,0,1,0,1,0,0,0,0,1
1062,1,6000.0,1,0,0,770.0,20.0,299.0,0,0,1,0,1,0,0,0,0,1
1063,1,6000.0,1,0,0,830.0,20.0,293.0,0,0,1,0,1,0,0,0,0,1
1064,1,6000.0,1,0,0,852.0,20.0,299.0,0,0,1,0,1,0,0,0,0,1
1065,1,6000.0,1,0,0,914.0,20.0,296.0,0,0,1,0,1,0,0,0,0,1
1066,1,6000.0,1,0,0,846.0,20.0,293.0,0,0,1,0,1,0,0,0,0,1
1067,1,6000.0,1,0,0,928.0,20.0,296.0,0,0,1,0,1,0,0,0,0,1
1068,1,1000.0,1,0,0,881.0,20.0,294.0,0,0,1,0,1,0,0,0,0,1
1069,1,1000.0,1,0,0,881.0,20.0,294.0,0,0,1,0,1,0,0,0,0,1
1070,1,1000.0,1,0,0,881.0,20.0,294.0,0,0,1,0,1,0,0,0,0,1
1071,1,6000.0,1,0,0,881.0,20.0,279.0,0,0,1,0,1,0,0,0,0,1
1072,1,6000.0,1,0,0,845.0,20.0,275.0,0,0,1,0,1,0,0,0,0,1
1073,1,1000.0,1,0,0,957.0,20.0,304.0,0,0,1,0,1,0,0,0,0,1
1074,1,1000.0,1,0,0,603.0,20.0,274.0,0,0,1,0,1,0,0,0,0,1
1075,1,1000.0,1,0,0,881.0,20.0,294.0,0,0,1,0,1,0,0,0,0,1
1076,1,1000.0,1,0,0,881.0,20.0,294.0,0,0,1,0,1,0,0,0,0,1
1077,1,1000.0,1,0,0,864.0,20.0,271.0,0,0,1,0,1,0,0,0,0,1
1078,1,1000.0,1,0,0,889.0,20.0,294.0,0,0,1,0,1,0,0,0,0,1
1079,1,6000.0,1,0,0,733.0,20.0,290.0,0,0,1,0,1,0,0,0,0,1
1080,1,1000.0,1,0,0,891.0,20.0,302.0,0,0,1,0,1,0,0,0,0,1
1081,1,6000.0,1,0,0,836.0,20.0,293.0,0,0,1,0,1,0,0,0,0,1
1082,1,6000.0,1,0,0,875.0,20.0,289.0,0,0,1,0,1,0,0,0,0,1
1083,1,1000.0,1,0,0,754.0,20.0,314.0,0,0,1,0,1,0,0,0,0,1
1084,1,6000.0,1,0,0,862.0,20.0,291.0,0,0,1,0,1,0,0,0,0,1
1085,1,6000.0,1,0,0,999.0,20.0,296.0,0,0,1,0,1,0,0,0,0,1
1086,1,6000.0,1,0,0,999.0,20.0,296.0,0,0,1,0,1,0,0,0,0,1
1087,1,6000.0,1,0,0,836.0,20.0,293.0,0,0,1,0,1,0,0,0,0,1
1088,1,6000.0,1,0,0,881.0,20.0,279.0,0,0,1,0,1,0,0,0,0,1
1089,1,6000.0,1,0,0,773.0,20.0,296.0,0,0,1,0,1,0,0,0,0,1
1090,1,6000.0,1,0,0,988.0,20.0,296.0,0,0,1,0,1,0,0,0,0,1
1091,1,6000.0,1,0,0,936.0,20.0,296.0,0,0,1,0,1,0,0,0,0,1
1092,1,6000.0,1,0,0,991.0,20.0,296.0,0,0,1,0,1,0,0,0,0,1
1093,1,6000.0,1,0,0,958.0,20.0,296.0,0,0,1,0,1,0,0,0,0,1
1094,1,6000.0,1,0,0,914.0,20.0,296.0,0,0,1,0,1,0,0,0,0,1
1095,1,6000.0,1,0,0,931.0,20.0,296.0,0,0,1,0,1,0,0,0,0,1
1096,1,6000.0,1,0,0,885.0,20.0,296.0,0,0,1,0,1,0,0,0,0,1
1097,1,6000.0,1,0,0,937.0,20.0,296.0,0,0,1,0,1,0,0,0,0,1
1098,1,6000.0,1,0,0,667.0,20.0,296.0,0,0,1,0,1,0,0,0,0,1
1099,1,6000.0,1,0,0,927.0,20.0,296.0,0,0,1,0,1,0,0,0,0,1
1100,1,1000.0,1,0,0,915.0,20.0,304.0,0,0,1,0,1,0,0,0,0,1
1101,1,6000.0,1,0,0,999.0,20.0,296.0,0,0,1,0,1,0,0,0,0,1
1102,1,1000.0,1,0,0,603.0,20.0,274.0,0,0,1,0,1,0,0,0,0,1
1103,1,1000.0,1,0,0,884.0,20.0,287.0,0,0,1,0,1,0,0,0,0,1
1104,1,1000.0,1,0,0,972.0,20.0,304.0,0,0,1,0,1,0,0,0,0,1
1105,1,1000.0,1,0,0,923.0,20.0,304.0,0,0,1,0,1,0,0,0,0,1
1106,1,1000.0,1,0,0,970.0,20.0,304.0,0,0,1,0,1,0,0,0,0,1
1107,1,1000.0,1,0,0,956.0,20.0,304.0,0,0,1,0,1,0,0,0,0,1
1108,1,6000.0,1,0,0,851.0,20.0,290.0,0,0,1,0,1,0,0,0,0,1
1109,2498,131293000000.0,12692959,29072759869,2755760,2.0,1.0,1.0,0,0,1,0,1,0,1,0,0,0
1110,2223,73682003377.0,7262228,15971108913,1513155,7.0,2.0,7.0,0,0,1,0,1,1,0,0,0,0
1111,2389,70671245361.0,6948788,14981689113,1438297,5.0,2.0,6.0,0,0,1,0,1,0,1,0,0,0
1112,1625,44563778153.0,4349102,10978075495,1051484,9.0,2.0,4.0,0,0,1,0,1,0,1,0,0,0
1113,1796,28920265670.0,2806254,6020427150,570910,14.0,2.0,8.0,0,0,1,0,1,0,1,0,0,0
1114,1734,20778871412.0,2042999,4560827837,432547,10.0,9.0,3.0,0,0,1,0,1,1,0,0,0,0
1115,1159,19765602880.0,1977487,3923347651,384929,25.0,7.0,5.0,0,0,1,0,1,1,0,0,0,0
1116,1374,19565556424.0,1886224,7925885604,753263,29.0,4.0,6.0,0,0,1,0,1,0,1,0,0,0
1117,1959,15987826548.0,1538504,3879858553,355262,19.0,2.0,6.0,0,0,1,0,1,1,0,0,0,0
1118,1594,12566618030.0,1258891,3813389090,374115,20.0,9.0,6.0,0,0,1,0,1,1,0,0,0,0
1119,1285,10051594734.0,1073819,2603904290,273518,47.0,11.0,7.0,0,0,1,0,1,1,0,0,0,0
1120,1318,8394728866.0,892173,1868185361,195752,57.0,7.0,8.0,0,0,1,0,1,1,0,0,0,0
1121,1226,4768763793.0,458646,1121618887,108286,75.0,2.0,22.0,0,0,1,0,1,0,0,0,0,1
1122,748,4189380075.0,447357,616513176,62640,58.0,10.0,8.0,0,0,1,0,1,0,0,0,1,0
1123,601,3109424870.0,333541,1257987080,132045,123.0,15.0,63.0,0,0,1,1,0,1,0,0,0,0
1124,1115,2784303106.0,284521,703129462,69893,65.0,1.0,7.0,0,0,1,0,1,0,1,0,0,0
1125,1189,2489843570.0,257970,668017438,66355,80.0,9.0,15.0,0,0,1,0,1,0,1,0,0,0
1126,1008,2425372090.0,246032,540304120,57431,43.0,9.0,10.0,0,0,1,0,1,0,1,0,0,0
1127,790,2119507318.0,226014,359303439,37233,105.0,10.0,7.0,0,0,1,0,1,0,0,0,1,0
1128,616,1587951099.0,170747,284895594,31793,121.0,10.0,8.0,0,0,1,0,1,0,0,0,1,0
1129,474,673558000.0,67837,95231340,9159,132.0,12.0,4.0,0,0,1,0,1,0,1,0,0,0
1130,687,618563902.0,66200,154486653,15928,123.0,1.0,46.0,0,0,1,0,1,0,1,0,0,0
1131,587,548483256.0,60997,185850639,22659,154.0,9.0,47.0,0,0,1,1,0,0,1,0,0,0
1132,314,601780660.0,60175,148344520,15356,129.0,2.0,38.0,0,0,1,0,1,0,0,0,0,1
1133,57,654437000.0,59206,401797800,34611,197.0,18.0,50.0,0,0,1,0,1,1,0,0,0,0
1134,107,1667323500.0,52969,647908500,19918,135.0,15.0,41.0,0,0,1,0,1,0,0,0,1,0
1135,531,476227898.0,51739,88245897,10354,140.0,10.0,52.0,0,0,1,1,0,0,0,0,1,0
1136,603,378204079.0,42783,96433160,11192,173.0,9.0,79.0,0,0,1,0,1,0,1,0,0,0
1137,208,352543900.0,41774,81270300,10819,175.0,12.0,82.0,0,0,1,0,1,0,1,0,0,0
1138,156,331549100.0,34886,80178500,9073,151.0,12.0,90.0,0,0,1,0,1,0,1,0,0,0
1139,149,317986210.0,33467,121802650,12388,189.0,15.0,8.0,0,0,1,1,0,0,0,0,1,0
1140,110,293037800.0,29432,67209100,6426,157.0,10.0,54.0,0,0,1,1,0,0,0,0,1,0
1141,453,240024088.0,26188,32610258,3306,161.0,10.0,4.0,0,0,1,0,1,0,0,0,1,0
1142,297,183017360.0,25140,66766000,9553,164.0,9.0,92.0,0,0,1,0,1,1,0,0,0,0
1143,756,233416110.0,24992,48613770,5633,118.0,9.0,22.0,0,0,1,0,1,1,0,0,0,0
1144,327,183948470.0,23674,51488900,7910,219.0,17.0,101.0,0,0,1,1,0,0,0,0,1,0
1145,232,209310100.0,22907,33744300,3915,216.0,10.0,81.0,0,0,1,0,1,0,0,0,1,0
1146,175,194799200.0,22414,87177700,10157,225.0,9.0,101.0,0,0,1,1,0,1,0,0,0,0
1147,11,130778500.0,21670,10212500,1684,209.0,14.0,105.0,0,0,1,0,1,0,0,0,1,0
1148,1032,186234590.0,21009,68555440,9033,115.0,8.0,15.0,0,0,1,0,1,0,1,0,0,0
1149,348,162251896.0,20662,53724900,7120,233.0,5.0,43.0,0,0,1,0,1,0,0,0,1,0
1150,1279,152640000.0,20656,123500000,17157,96.0,1.0,23.0,0,0,1,0,1,0,1,0,0,0
1151,122,137501480.0,17040,55797800,6895,188.0,9.0,85.0,0,0,1,1,0,0,0,0,1,0
1152,65,143004600.0,16063,86620200,9194,241.0,15.0,104.0,0,0,1,1,0,0,0,0,1,0
1153,455,103209790.0,15319,49070990,8802,218.0,9.0,69.0,0,0,1,1,0,0,1,0,0,0
1154,78,90700500.0,14201,31248600,5227,304.0,2.0,165.0,0,0,1,0,1,0,1,0,0,0
1155,59,111999200.0,13854,32878000,4180,96.0,2.0,23.0,0,0,1,0,1,0,0,0,0,1
1156,133,102534500.0,13519,65811900,8643,272.0,9.0,71.0,0,0,1,1,0,1,0,0,0,0
1157,151,238418000.0,11921,125778500,6289,139.0,16.0,39.0,0,0,1,0,1,0,0,0,1,0
1158,224,95763691.0,11840,37480997,4562,332.0,4.0,98.0,0,0,1,1,0,0,1,0,0,0
1159,60,102100893.0,11687,73833194,8128,275.0,15.0,110.0,0,0,1,1,0,1,0,0,0,0
1160,283,87624391.0,11094,42463498,5675,281.0,7.0,86.0,0,0,1,1,0,0,1,0,0,0
1161,54,93037900.0,10972,65126200,7160,226.0,15.0,63.0,0,0,1,1,0,0,1,0,0,0
1162,54,76761100.0,10890,42695900,5731,228.0,15.0,118.0,0,0,1,1,0,1,0,0,0,0
1163,31,240021500.0,10436,119116000,5179,139.0,16.0,61.0,0,0,1,0,1,0,0,0,1,0
1164,18,149441500.0,9060,89275000,5413,244.0,7.0,43.0,0,0,1,0,1,0,0,0,1,0
1165,48,81404670.0,8662,29180700,3103,247.0,15.0,113.0,0,0,1,0,1,1,0,0,0,0
1166,54,60044100.0,8631,37575600,5597,312.0,9.0,135.0,0,0,1,1,0,0,1,0,0,0
1167,47,77392500.0,8610,59649300,6527,316.0,15.0,104.0,0,0,1,1,0,0,0,0,1,0
1169,71,56318698.0,8025,26433098,3315,317.0,15.0,88.0,0,1,0,1,0,0,1,0,0,0
1170,20,182562000.0,7977,95604500,3629,251.0,16.0,43.0,0,0,1,0,1,0,1,0,0,0
1171,74,64874099.0,7894,43621599,4727,253.0,9.0,104.0,0,0,1,1,0,0,1,0,0,0
1172,86,49464597.0,6780,26068297,3355,405.0,9.0,114.0,0,0,1,1,0,1,0,0,0,0
1173,116,47873500.0,6695,16531000,2297,153.0,3.0,71.0,0,0,1,0,1,1,0,0,0,0
1174,48,62370197.0,6457,50721397,5030,358.0,9.0,63.0,0,0,1,1,0,0,0,0,1,0
1175,99,52685800.0,6215,28206400,3290,375.0,9.0,101.0,0,0,1,1,0,0,1,0,0,0
1176,89,58124820.0,5516,17675800,1628,284.0,17.0,53.0,0,0,1,1,0,0,1,0,0,0
1177,72,42708198.0,5367,18795998,2192,289.0,4.0,85.0,0,0,1,1,0,0,1,0,0,0
1178,72,48971099.0,5311,32896899,3472,392.0,9.0,90.0,0,0,1,1,0,1,0,0,0,0
1179,197,33535000.0,4860,3712000,481,234.0,9.0,53.0,0,0,1,1,0,0,0,0,1,0
1180,51,38482300.0,4515,22559600,2566,309.0,14.0,101.0,0,0,1,1,0,1,0,0,0,0
1181,50,40166900.0,4415,22823300,2401,314.0,15.0,146.0,0,0,1,1,0,0,0,0,1,0
1182,16,43579000.0,4358,35760000,3576,318.0,15.0,43.0,0,0,1,0,1,0,0,0,1,0
1183,69,42840408.0,4274,11857100,1136,387.0,15.0,7.0,0,0,1,1,0,1,0,0,0,0
1184,66,36594900.0,4076,28254400,2955,382.0,9.0,138.0,0,0,1,1,0,1,0,0,0,0
1185,112,33384296.0,3951,17140299,1983,422.0,9.0,101.0,0,0,1,1,0,0,1,0,0,0
1186,51,34887400.0,3920,22375800,2469,337.0,8.0,115.0,0,0,1,1,0,0,1,0,0,0
1187,52,32450498.0,3768,20090898,2292,429.0,9.0,120.0,0,0,1,1,0,0,1,0,0,0
1188,45,35080754.0,3696,25886254,2642,324.0,15.0,63.0,0,0,1,1,0,1,0,0,0,0
1189,1357,17015000.0,3008,11529000,2273,88.0,9.0,3.0,0,0,1,0,1,1,0,0,0,0
1190,51,26351700.0,2853,15107000,1549,389.0,9.0,142.0,0,0,1,1,0,1,0,0,0,0
1191,10,24026500.0,2791,12860500,1511,446.0,14.0,61.0,0,0,1,0,1,1,0,0,0,0
1192,33,22826900.0,2714,16683400,1836,396.0,9.0,135.0,0,0,1,1,0,1,0,0,0,0
1193,53,14762500.0,2674,11052500,1949,363.0,9.0,135.0,0,0,1,1,0,1,0,0,0,0
1194,31,22363327.0,2595,16069027,1693,403.0,14.0,135.0,0,0,1,1,0,0,1,0,0,0
1195,77,13546500.0,2558,12533500,2410,319.0,9.0,158.0,0,0,1,1,0,0,1,0,0,0
1196,28,21009000.0,2483,14318000,1564,407.0,18.0,162.0,0,0,1,1,0,0,0,0,1,0
1197,31,49496500.0,2475,21159500,1058,448.0,16.0,66.0,0,0,1,0,1,0,0,0,1,0
1198,47,22090396.0,2449,14882596,1354,493.0,9.0,182.0,0,0,1,1,0,0,1,0,0,0
1199,39,25221000.0,2433,7418500,804,545.0,16.0,66.0,0,0,1,0,1,0,0,0,1,0
1200,51,19718496.0,2414,13137696,1585,454.0,9.0,158.0,0,0,1,1,0,1,0,0,0,0
1201,16,12780000.0,2130,0,0,394.0,10.0,144.0,0,0,1,0,1,0,0,0,1,0
1202,203,10671500.0,2119,9899500,1975,273.0,9.0,71.0,0,0,1,1,0,0,1,0,0,0
1203,44,10091000.0,2010,9931000,1984,469.0,15.0,118.0,0,0,1,1,0,1,0,0,0,0
1204,24,15192600.0,1684,9580400,1071,451.0,15.0,118.0,0,0,1,1,0,0,0,0,1,0
1205,51,12574990.0,1671,4299900,564,453.0,2.0,116.0,0,0,1,0,1,0,1,0,0,0
1206,37,12043500.0,1503,6473300,741,468.0,7.0,116.0,0,0,1,0,1,1,0,0,0,0
1207,40,11698099.0,1495,7533400,973,534.0,7.0,193.0,0,0,1,1,0,0,0,0,1,0
1208,20,8274600.0,1356,5684700,646,556.0,9.0,160.0,0,0,1,1,0,1,0,0,0,0
1209,458,12524000.0,1324,2317000,230,156.0,10.0,59.0,0,0,1,1,0,0,0,0,1,0
1210,25,12004099.0,1276,9439300,1001,560.0,12.0,158.0,0,1,0,1,0,0,1,0,0,0
1211,23,7877800.0,1217,4974000,794,498.0,7.0,119.0,0,0,1,0,1,0,1,0,0,0
1212,16,9120900.0,1174,5659800,717,578.0,15.0,118.0,0,0,1,1,0,1,0,0,0,0
1213,20,10421400.0,1098,8828900,909,510.0,9.0,88.0,0,0,1,1,0,1,0,0,0,0
1214,30,8644500.0,1029,4621500,465,460.0,15.0,104.0,0,0,1,1,0,0,0,0,1,0
1215,14,8692700.0,1026,6133700,647,519.0,9.0,158.0,0,1,0,1,0,0,1,0,0,0
1216,50,5000000.0,1000,2650000,530,582.0,8.0,187.0,0,0,1,0,1,0,0,0,0,1
1217,21,9319500.0,990,5627400,463,522.0,15.0,183.0,0,0,1,1,0,0,0,0,1,0
1218,18,8861700.0,980,2093000,198,538.0,11.0,191.0,0,0,1,1,0,1,0,0,0,0
1219,9,6836300.0,917,4109200,493,529.0,15.0,158.0,0,0,1,1,0,0,0,0,1,0
1220,41,8617000.0,896,3669000,411,476.0,2.0,163.0,0,0,1,0,1,0,1,0,0,0
1221,19,8126000.0,826,5257000,532,542.0,16.0,7.0,0,0,1,0,1,0,0,0,1,0
1222,8,6552600.0,809,2273000,286,547.0,15.0,192.0,0,0,1,0,1,0,0,0,1,0
1223,21,6632000.0,783,2356000,265,539.0,15.0,88.0,0,0,1,1,0,0,0,0,1,0
1224,15,7249900.0,760,5254400,519,550.0,9.0,193.0,0,0,1,1,0,0,1,0,0,0
1225,50,5131000.0,756,2883500,436,421.0,9.0,114.0,0,0,1,1,0,1,0,0,0,0
1226,9,5696099.0,727,659099,69,567.0,15.0,203.0,0,0,1,1,0,0,1,0,0,0
1227,20,6139098.0,670,2645599,268,607.0,8.0,210.0,0,0,1,1,0,0,1,0,0,0
1228,6,5321500.0,662,2827000,336,558.0,2.0,101.0,0,0,1,1,0,1,0,0,0,0
1229,4,1274000.0,612,116000,58,562.0,7.0,239.0,0,0,1,1,0,0,1,0,0,0
1230,30,5234000.0,607,2785500,280,197.0,9.0,177.0,0,0,1,1,0,1,0,0,0,0
1231,13,5227800.0,551,4585300,469,116.0,13.0,162.0,0,0,1,1,0,0,1,0,0,0
1232,9,3598000.0,546,2513000,412,576.0,2.0,192.0,0,0,1,1,0,0,0,0,1,0
1233,5,5120000.0,542,4576000,481,593.0,18.0,209.0,0,0,1,0,1,1,0,0,0,0
1234,12,3207000.0,533,2798000,472,579.0,9.0,163.0,0,0,1,0,1,1,0,0,0,0
